text,true_label,true_label_id,predicted_label_id,predicted_label,is_flipped
"Great place to work, maybe the best I have ever worked.",good,1,0,bad,True
The most innovative company to work for in India!,good,1,0,bad,True
"Great company to work for based outside San Francisco.  Large family owned growing business without ""Corporate"" feel",good,1,0,bad,True
Very conscious of employee well being.  Respects work-life balance and also personal circumstances of individuals.,good,1,0,bad,True
"Excellent company with a great broker, beautiful office, and lots of opportunities to make money.",good,1,0,bad,True
It is great but the pay is very less comparing to industry standards,good,1,0,bad,True
A good company to work for but low packages,good,1,0,bad,True
A best place to work with to satisfy your thirst of knowledge,good,1,0,bad,True
"Worked with the company for 12 years, great experience",good,1,0,bad,True
"I did two different stunts at Starbucks, 10 years apart.",good,1,0,bad,True
"Friendly, interesting work in a fast paced and enjoyable industry",good,1,0,bad,True
It's a good company and Env is very good.,good,1,0,bad,True
Exciting place to work with great opportunities for growth.,good,1,0,bad,True
"Great company with great career opportunities , but it as its issues",good,1,0,bad,True
"Good people, solid core business, top-notch CEO, ""meh"" upper leaders",good,1,0,bad,True
It's a great website to apply for a job,good,1,0,bad,True
It's all good until you get a bad manager,good,1,0,bad,True
"Great Pharmacy outfit to work for, great people who allow you to excel.",good,1,0,bad,True
"Over All good, only cons is very low salary",good,1,0,bad,True
"Absolutely flawless employment experience, from recruitment to everyday assignments!",good,1,0,bad,True
Helping project finance with financial summaries and business case development,good,1,0,bad,True
Interview and Hiring Experience has been great as fully remote team member so far,good,1,0,bad,True
"Great - good people, industry leading products/solutions, very good pay if you hit your numbers",good,1,0,bad,True
Good working environment and all my team members are really friendly and helpful.,good,1,0,bad,True
"The Team under which I worked was supportive, and the environment was chill.",good,1,0,bad,True
This is a great company to work for.  They are very open to career development and advancement.,good,1,0,bad,True
"I am very satisfied, thank you very much Robert Bosch GmbH",good,1,0,bad,True
good company to work for career opportunity good structure,good,1,0,bad,True
"Workforce analyst, working with crs,s schedules and watching compliance and eatching traffic coming in to center.",good,1,0,bad,True
One of the best firms I have ever worked for!,good,1,0,bad,True
"Good place to work in, but now a days it also have impact of recession.",good,1,0,bad,True
Deserves the recognition as one of the best colleges to work for!,good,1,0,bad,True
Top tier operation with a long and strong fincial history. Countless opportunities for advancement.,good,1,0,bad,True
Nice Company but Shoud Award People who Achieve Great Accomplishments,good,1,0,bad,True
I worked at BMH for 40 years and I enjoyed it,good,1,0,bad,True
"If I was to do it again, I wouldn't mind",good,1,0,bad,True
"A lot of hard work, but pretty gratifying to work with competent people!",good,1,0,bad,True
TIL lives upto its reputation and goodwill of 77 years.,good,1,0,bad,True
"Motivating dynamic challenges, a balanced life  but very few promotion opportunities",good,1,0,bad,True
Much Thing to learn as an Chinese bosses more emphasize to learn,good,1,0,bad,True
My work experience at DNC has been very positive.,good,1,0,bad,True
A Good Company that a Family Person can depend on,good,1,0,bad,True
"Strong Telco Focus, excellent growth rate, cordial work culture",good,1,0,bad,True
Take this opportunity if your are interested in sawmill operations,good,1,0,bad,True
The positive happy atmosphere made my experience worth the time commitment,good,1,0,bad,True
"Worked for 4 years, This is the good place to work & good opportunity for onshore",good,1,0,bad,True
"It was nice working for 7 Eleven, my last boss Sherry was amazing and understanding. The best boss I ever had!",good,1,0,bad,True
Good place to work for personal life but not career development,good,1,0,bad,True
Dell is the best company I have ever worked for,good,1,0,bad,True
Cisco is one of the best companies in the world to work. I have never met a single unhappy person at Cisco.,good,1,0,bad,True
Pretty great job if you don’t get bored easily,good,1,0,bad,True
It was great! I loved working for RF CUNY!,good,1,0,bad,True
Place to accomplish your career aspiration and personal goals.,good,1,0,bad,True
"So far, Best company I have ever worked for",good,1,0,bad,True
Great place to work at... hard to move upwards,good,1,0,bad,True
Evalueserve is a excellent company to work and make career in it.,good,1,0,bad,True
I am a professional guy with sound Experience of 7 years in sales with Nestle India,good,1,0,bad,True
I had a great overall experience in working at American Eagle Outfitters,good,1,0,bad,True
"Employee friendly, customer focused and thriving culture of meritocracy.",good,1,0,bad,True
"People are great, the work is... well public accounting",good,1,0,bad,True
An employee Oriented company but you need to wait for your promotion,good,1,0,bad,True
Seen a transformation from a mediocre to good company to work for.,good,1,0,bad,True
"Want the opportunity to impact change and be part of something special, Kareo is the place for you!",good,1,0,bad,True
"Okay place to work, the landry's policies ruin it",good,1,0,bad,True
"Very fast paced, work a lot of hours, you get to play with cars",good,1,0,bad,True
T3 Energy Services is a great company to work for. We have grown since the acquisition and feel the future is going to b,good,1,0,bad,True
14 years of rich experience in F&A field with 12+ yrs of exp in FP&A,good,1,0,bad,True
Pursuing change without focus on customers and associates and its impact to the brand.,good,1,0,bad,True
One of the Best Real Estate Brokerages to work for,good,1,0,bad,True
Great learning experience in a fast paced dynamic  environment,good,1,0,bad,True
I experienced so much growth and learned so much.,good,1,0,bad,True
I learned a lot from being in the Navy,good,1,0,bad,True
One of the best companies to work with .,good,1,0,bad,True
Regional and national events with iconic omnichannel department store,good,1,0,bad,True
Computer Support Specialist at the Office of Information Technology (OIT),good,1,0,bad,True
"Good company, good name, but very demanding, and salary not competitive",good,1,0,bad,True
One of the best companies I have ever worked for,good,1,0,bad,True
"KOHLER has given me many opportunities to learn, grow, advance my skills and challenge myself.",good,1,0,bad,True
6 years at HP - I would do it again,good,1,0,bad,True
Great place to work; could improve with more fresh talent and tech focus,good,1,0,bad,True
Great chances for the future and really nice benefits,good,1,0,bad,True
The Best Company I have ever worked with in my entire career,good,1,0,bad,True
Best minimum wage job you can get after tips.,good,1,0,bad,True
"Great company, great benefits, but the work life balance is not equal to all projects.",good,1,0,bad,True
"The Best Small Community Hospital, extensive services, great location, management  andstaff",good,1,0,bad,True
"This company strives for Ecellence in Employee, Customer, Safety and great benefits too",good,1,0,bad,True
It is one of the best company that gives maximum service to its employees.,good,1,0,bad,True
"I’ve worked at Starbucks for 7 years. Also, worked in a few different states.",good,1,0,bad,True
A great company with lots of opportunity to grow,good,1,0,bad,True
"Mostly excellent, some teams are backsliding into the bad old ways.",good,1,0,bad,True
Biochemistry Graduate Program: BYU is a great place for graduate school,good,1,0,bad,True
"Great environment, must be dedicated and love cold calling",good,1,0,bad,True
Culture is the key fuel to sustain a career in management consulting,good,1,0,bad,True
"Best place to start a career, you then choose if it right for the long term.",good,1,0,bad,True
"Highly focused, challenging and exciting research at Intel Corporation",good,1,0,bad,True
Great Place to work and you can handle constant change.,good,1,0,bad,True
Great company to work for in challenging and volatile times.,good,1,0,bad,True
Exceptional cross-section of society; the USAF has changed mine and so many other's lives for the better.,good,1,0,bad,True
"Good for a little while, but be careful about staying too long.",good,1,0,bad,True
"Fast paced, always changing, challenging - best place I've ever worked",good,1,0,bad,True
"Learn to become a researcher, a critical thinker, and most importantly - a manager of yourself",good,1,0,bad,True
great company but falls into the trap most corporations do,good,1,0,bad,True
the company is on the move with new staff and a new approach,good,1,0,bad,True
Working as a software Engineer since more than 2 years,good,1,0,bad,True
Great co-workers and environment but started to change at the end of my tenure.,good,1,0,bad,True
I have been working at CarShop full-time for 2 years,good,1,0,bad,True
This is NOT a Scam! (although many reviews might say otherwise),good,1,0,bad,True
Interviewed with Stericycle and was subsequently offered a position,good,1,0,bad,True
MP Good Company To Work For But Always Look Before You Jump,good,1,0,bad,True
I had fun with the people I worked with.,good,1,0,bad,True
Very positive and caring company that meets challenges directly.,good,1,0,bad,True
I loved working at Time Warner.  They're a good solid company.,good,1,0,bad,True
"Great people to work with, will meet many different people due to 24 hr nature.",good,1,0,bad,True
busy and always up to date with merchandise. literally in and out.,good,1,0,bad,True
tcs is a good place to work that make them feel valuable and respected,good,1,0,bad,True
Great place to learn product management skills but cut throat,good,1,0,bad,True
Good place to start not necessarily to stay forever,good,1,0,bad,True
"Fantastic Place To Work.  If You Are Looking For A True Work Family, This Is The Place To Be",good,1,0,bad,True
"Excellent opportunity to develop and grow business, Great Journey!!",good,1,0,bad,True
"Great Opportunity for Fresher to Start Their career ,",good,1,0,bad,True
A Great Group of People in a Laid-back Environment,good,1,0,bad,True
Was a good experience. company grows with the team,good,1,0,bad,True
"Started part time, have been promoted within management, love the company and the direction I'm travelling within it.",good,1,0,bad,True
Been working at the Y for 7 years and love it,good,1,0,bad,True
"Part-Time, Good for learning & working along with classes",good,1,0,bad,True
Get place to get your foot in the door,good,1,0,bad,True
It was really very good Company for all fresher as well as experinced,good,1,0,bad,True
Do they rehire if you were fired for attendance?,good,1,0,bad,True
Suzzallo Library is a great place to work; UW not so much,good,1,0,bad,True
A good working environment. Management  is always will to work with you.,good,1,0,bad,True
"Excellent people, everyone motivates everyone else. The company events are awesome",good,1,0,bad,True
Great company of you’re resilient and want to advance,good,1,0,bad,True
"Like anything, you get out of it, what you put into it.",good,1,0,bad,True
Great people with weak leadership in operations does not get along well,good,1,0,bad,True
"Overall great place to work, but no growth unless you are willing to work in Oakland",good,1,0,bad,True
I obtained a great deal of knowledge for the logistics industry through my employment at Agility Logistics.,good,1,0,bad,True
Not a bad place to work. Room for improvement though,good,1,0,bad,True
Had a great time and miss my Sherwin Family.,good,1,0,bad,True
"Innovation and the energy is keeping me at Yodlee, 8+ years now, still strong :)",good,1,0,bad,True
"Continuously growing, expanding my skills outside of my comfort zone and have an impact across the organization",good,1,0,bad,True
Excellent place to start a career for a motivated  individual with looking for a career in warehousing and retail sales.,good,1,0,bad,True
Great company that promotes employee development and community involvement.,good,1,0,bad,True
Senior IT was chaotic but overall good place to work,good,1,0,bad,True
It was a good experience but do not apply if your looking to make alot of money because your not going to.,good,1,0,bad,True
Boeing has the potential to be so much greater than it is...,good,1,0,bad,True
Its a good company for gamers who has passion to play games,good,1,0,bad,True
A great opportunity to serve my country and learn many skills,good,1,0,bad,True
I'm current working in INDIAN RAILWAY TRACK CONSTRUCTION in india as site supervisior.,good,1,0,bad,True
"Overall great company, but stuck in industry vs. function fights",good,1,0,bad,True
Great place to be a graduate student and researcher,good,1,0,bad,True
It was a very well run and professional work place environment,good,1,0,bad,True
A real MBA on top of the theoretical MBA,good,1,0,bad,True
A great place to work with people from all around the world.,good,1,0,bad,True
Great company culture and creative freedom to enhance your role as a Dietitan,good,1,0,bad,True
"Fun laid back place to work, not necessarily full-filling though",good,1,0,bad,True
I have been very happy at Toys R Us.,good,1,0,bad,True
I had a great time working at BNY Mellon.  I really enjoyed them educating me about the company.,good,1,0,bad,True
"To be better at Tennis, you have to play with a better Tennis player.",good,1,0,bad,True
"Very good and stable company to work for, cared about its employees",good,1,0,bad,True
I absolutely loved Price Chopper. Managers work long days and hours tho,good,1,0,bad,True
the workplace culture was fast paced with a top-down management style and had unsteady policies and procedures.,good,1,0,bad,True
"Good company with great benefits, awesome 401(k) and professional/development opportunities.  Culture varies by office.",good,1,0,bad,True
Why didn't I do this earlier in my career?,good,1,0,bad,True
I dont work there but f*cking glassdoor makes this a mandatory field to input,good,1,0,bad,True
A Great Place to Start a Career in Manufacturing,good,1,0,bad,True
"Great benefits, but must be comfortable navigating bureaucracy and a lot of office politics to thrive there.",good,1,0,bad,True
"Great opportunities and great people, poor compensation and work life balance.",good,1,0,bad,True
A good honest company to work for and work with.,good,1,0,bad,True
"Good job to pay for college, with flexible hours",good,1,0,bad,True
"Although advancement is possible, they do require you to meet goals that are sometimes impossible.",good,1,0,bad,True
Working in Prokarma always have a great career growth with latest Technology,good,1,0,bad,True
Good place for work and learn new topics as well,good,1,0,bad,True
Perfect place where work is less than 6hrs per day,good,1,0,bad,True
Had more opportunities in career growth and learned many new technologies.,good,1,0,bad,True
It's not just work it's life and life is good.,good,1,0,bad,True
A great opportunity to become familiar with the daily writing process.,good,1,0,bad,True
Its a good company Where we can learn each step of organization,good,1,0,bad,True
I enjoy being an enlisted member of the Air Force,good,1,0,bad,True
"Great company, friendly management and staff, lots of room to move up.",good,1,0,bad,True
"My everyday work life was good, only a few things could have been better.",good,1,0,bad,True
Was an absolutely great job and adventure. Would say all young people today with no direction should consider it.,good,1,0,bad,True
Diagnose the problem and fix it right the first time,good,1,0,bad,True
Been here for 13 years - great culture and values,good,1,0,bad,True
Great team. Some of the best in the industry.,good,1,0,bad,True
Very good company with excellent work life balance and transparency,good,1,0,bad,True
It’s a public university with an above average campus; giving a good education at a fair price.,good,1,0,bad,True
I worked at Bath and Body Works for about a year and a half. I had a wonderful management team and wonderful co-workers.,good,1,0,bad,True
Strong company but needs to open up more opportunities for growth,good,1,0,bad,True
"Great for some, but beware if you are in a Customer facing position",good,1,0,bad,True
TA/GRA positions come w/ significant benefits at the cost of extending school,good,1,0,bad,True
"If they don't drive it into the ground, I will be surprised",good,1,0,bad,True
Great place to work but only for a few years,good,1,0,bad,True
"Very pleasant one, a company that cares about their employees",good,1,0,bad,True
Excellent place to start if you are passionate about analytics,good,1,0,bad,True
It was pleasant environtment with a intelligent hard working employees,good,1,0,bad,True
"Mostly positive, wish I had started with long ago",good,1,0,bad,True
"Great team, work environment and fulfilling job scope...just add personal commitment and zest!",good,1,0,bad,True
"Great place to start a carrer in I.T, good warehouse environment",good,1,0,bad,True
Cymetrix has lots of opportunities and a great office environment,good,1,0,bad,True
Working for the Marine Corps had its ups and downs,good,1,0,bad,True
"Many responsibilities. Everyday is different. Collaborate with GM, Prestige Manager and Salon Manager.",good,1,0,bad,True
Growing up can be painful but it's for the best,good,1,0,bad,True
"Sherwin Williams is the best company to look at for promotionablity, stability, and longevity of career choices.",good,1,0,bad,True
"Nice company to get experience, but no for a long term career",good,1,0,bad,True
An awesome place to express your values and improve your skills,good,1,0,bad,True
Great company with great benefits and opportunities to learn and growth,good,1,0,bad,True
working as Manager and also involved in Daily technical task's,good,1,0,bad,True
Large firm with focus on emerging trends and sustainable solutions,good,1,0,bad,True
Don't do fulfillment if you dont want to walk 9+miles a day or have your feet hurt a lot,good,1,0,bad,True
They are a conservative well-managed firm that is secure and predictable,good,1,0,bad,True
Generally well run business within the UK and Europe,good,1,0,bad,True
I worked for walgreens almost 6 years. There was typical drama like any workplace but overall walgreens is a great company to work for,good,1,0,bad,True
"Overall experience of 7.1 years as a SAP Integration, ITIL framework, Incident Management, Change management.",good,1,0,bad,True
It's a great online school to work for.  The communication is excellent for faculty.,good,1,0,bad,True
"Whole Foods Market is dynamic, nonetheless a gret kickstart job.",good,1,0,bad,True
"Great company to work for, very supportive of their employees",good,1,0,bad,True
Great interim while you build private clients or go to school.,good,1,0,bad,True
Excellent experience. This is a company that is constantly moving forward.,good,1,0,bad,True
Best place to work period. Only thing that can top it is if they pay like FANG :),good,1,0,bad,True
Good place to work at in Wealth Management Space,good,1,0,bad,True
easy but expect a lot of hard work for some and not other,good,1,0,bad,True
It's my first company i am grateful that they gave me a chance to start my career,good,1,0,bad,True
Hard work and dedication will be very well compensated!,good,1,0,bad,True
Honest Review of Ernst & Young's San Francisco Office,good,1,0,bad,True
"Freedom is not free, but the U.S. Marine Corps will pay most of your share.
Ned Dolan",good,1,0,bad,True
"Very satisfied, good entry level work, worked with good and smart people",good,1,0,bad,True
"Lead Associate, Project Manager, managing others and leading projects.",good,1,0,bad,True
Still working for Morrison after 10 Years and loving it,good,1,0,bad,True
"Career jump starting, launching pad, skill building, relationship development",good,1,0,bad,True
Verizon Wireless is a great place to work if you like the corporate environment,good,1,0,bad,True
Good place to work but too many structural changes,good,1,0,bad,True
A friendly and supportive environment to work in. It is well managed and organized..,good,1,0,bad,True
Great company to gain experience. Do not recommend making a career here.,good,1,0,bad,True
"Great platform to learn and grow professionally, and move on to a better position elsewhere",good,1,0,bad,True
"Company great, new managers are more into politics and favouritism",good,1,0,bad,True
"Establish prices,receive payments,count money in the cash register drawer, receive calls,inventory,stock,receive goods,",good,1,0,bad,True
Great Company but Regional Management is ruining the culture.,good,1,0,bad,True
Can be what you make it. Very strict because of possible life threatening calls but ok environment. Casual dress code,good,1,0,bad,True
Great established company with a ton of extra benefits,good,1,0,bad,True
Fantastic place to work and advance your career to new heights.,good,1,0,bad,True
Good company & compensation.  Long hours & extensive travel.,good,1,0,bad,True
Great company to work for ... Engineers or MBAs.,good,1,0,bad,True
The shelves in the stores are not well stocked,good,1,0,bad,True
"Stable and comfortable, but pay is low compared to other companies for similar work",good,1,0,bad,True
Accenture is the best place for learning either  you are inexperienced or experienced job seeker,good,1,0,bad,True
If you want to dedicate all your time to work and recovering from work:,good,1,0,bad,True
"IBM is a welcoming, great company with deep values",good,1,0,bad,True
Very fair organization system but that doesn't guarantee fairness but needa to review the process of employee evaluation,good,1,0,bad,True
The positive happy atmosphere made my experience worth the time commitment,good,1,0,bad,True
Great Company if you can find your own balance.,good,1,0,bad,True
"Would love the chance to come back to the company, was let go due to poor management",good,1,0,bad,True
Rentokil is a very professional Company to work for.,good,1,0,bad,True
The company is a very friendly and comfortable place to work.,good,1,0,bad,True
It is a south korian based company sattled in in inadia since 2005.,good,1,0,bad,True
"Amazing culture, lots of room to grow, average salary",good,1,0,bad,True
I am eager to join this organisation and become a part of it.,good,1,0,bad,True
"Solid company with great history, with short term challenges",good,1,0,bad,True
Great position to develop your potential in the IT environment,good,1,0,bad,True
UW-IT is a great place to work as a student!,good,1,0,bad,True
Best company where you get lots of things to learn.,good,1,0,bad,True
"GW is a terrific employer, especially when beginning a career.",good,1,0,bad,True
I can help customers to build at credit score,good,1,0,bad,True
You get a diverse experience within the audit sector.,good,1,0,bad,True
If you have empathy this is not the job for you!,good,1,0,bad,True
A good place to work with decent work -life balance,good,1,0,bad,True
A good place to work. Great teams. University is supportive of employees and students.,good,1,0,bad,True
You Sow What Your Reap...But It Does Depend On Which Division You're In,good,1,0,bad,True
"New hire, great response time (called back with in minutes) to any questions or bumps on the pathway.",good,1,0,bad,True
no job security for contractors but great company! would work for them again!,good,1,0,bad,True
Risk Assurance Manager with specialisation in SAP security and authorisations for SAP HANA and S4,good,1,0,bad,True
Great first job to see you through your schooling!,good,1,0,bad,True
I worked as an intern and had a very positive experience.,good,1,0,bad,True
Very polite work environment but very hierarchical and sexist,good,1,0,bad,True
It’s one of the best Mnc i am working,good,1,0,bad,True
Philip Morris is a nice place to work at,good,1,0,bad,True
Proud that HP stands up for human rights and the environment and also supports their employees' efforts,good,1,0,bad,True
i have been working in magicbricks as   a fresher,good,1,0,bad,True
Lots of work and very satisfying keeps you on your toes.,good,1,0,bad,True
"Big corporate, but been able to carve out a unique space in which to operate.",good,1,0,bad,True
Great place to develop leadership and experience things you would never do in a desk job.,good,1,0,bad,True
Awesome working culture where we can balance both professional and personal life,good,1,0,bad,True
"Great company to be a part of, great career to have!",good,1,0,bad,True
Abercrombie works hard to equip all its employees with the necessary tools to succeed.,good,1,0,bad,True
Amazing first time experience and I was hooked compared to other banks.,good,1,0,bad,True
The best in employee welfare and superior service framework and service model,good,1,0,bad,True
The most fun and positively directed company I've worked for!,good,1,0,bad,True
Great place to work… culture is fantastic outside of engineering,good,1,0,bad,True
Great company to work for with continuous improvement potential.,good,1,0,bad,True
Great place to work and achieve big goals in life,good,1,0,bad,True
Liked the Team I worked with - long hours / salary low,good,1,0,bad,True
"You can have a big impact, if you're up for the challenge",good,1,0,bad,True
You get to work with some of the brightest minds in research and patient care.,good,1,0,bad,True
Cisco : the best place to work in .,good,1,0,bad,True
Company with potential to be good - needs clearer management focus and commitment,good,1,0,bad,True
Tremendous opportunity to drive change and implement your ideas,good,1,0,bad,True
"fun and somtimes stressfull, learned a great deal about providing good customer service",good,1,0,bad,True
Great place to work as an entry level associate,good,1,0,bad,True
"I work from 1981 to 1986 at GM Research Laboratories, building and designing computer automated engine test systems.",good,1,0,bad,True
I was Laid off but it's still a great place to work,good,1,0,bad,True
"Good place to get started as a fresh graduate, but probably not for the long term",good,1,0,bad,True
It's overall action all the time but idk if I get tips as a cashier .,good,1,0,bad,True
"Great job. Decent pay, might be underpaid though at 16/hr",good,1,0,bad,True
I have been working with deloitte for over 4 years now,good,1,0,bad,True
"The challenge, teamwork, and work-life balance I've been searching for",good,1,0,bad,True
"Working here for over 2 years now, so far pretty good as long as your management is good too!",good,1,0,bad,True
In n out is the best part time job you can get!,good,1,0,bad,True
MBA Finance wit 1 year experience at JP Morgan Chase,good,1,0,bad,True
"I work the front desk, making copies, assisting with miscellaneous duties.",good,1,0,bad,True
Nice place to start as a developer to get an experience,good,1,0,bad,True
"A professional, retail environment that can be a bit too professional at times.",good,1,0,bad,True
US Foods is an excellent company to work for. When I worked there it felt like a family place. Food People Easy!!,good,1,0,bad,True
I heard about capgemini company I am looking forward to the job that company,good,1,0,bad,True
jump on the chance to work dis company .Execelent.,good,1,0,bad,True
the management trust you to be able to do what you think is the right thing/way to do something,good,1,0,bad,True
I love working here. The people I work with make my experience here very enjoyable.,good,1,0,bad,True
Great Company vision which most are now following from inclusivity to helping the community and their cloud strategy.,good,1,0,bad,True
good place to work if you can work at their pace,good,1,0,bad,True
SAIC is a good solid company to work for.,good,1,0,bad,True
"Good company for young people trying to get experience under their belt, as well as retirees.",good,1,0,bad,True
Start-up that has become more corporate to compete with other big data providers,good,1,0,bad,True
Great Company with awesome values from the very top,good,1,0,bad,True
Hcl is right place for job as policy wise and employee friendly,good,1,0,bad,True
Great for anyone wanting to get a jumpstart in life,good,1,0,bad,True
Good company to get knowledge on Manufacturing process and Software,good,1,0,bad,True
A good company to start a career in real estate,good,1,0,bad,True
This company has bright✨🔆 future with customers and employees,good,1,0,bad,True
"If you want to start trading stocks, Tower Hill provides a great experience with the potential of unlimited upside.",good,1,0,bad,True
"Working at Chic-fil-A has been amazing, but it's out of my transportation range.",good,1,0,bad,True
"Great Staff, Poor Management (At the time -- changing)",good,1,0,bad,True
"Great company, but business model not a good fit for me",good,1,0,bad,True
"The people are excellent, but the management can be a bit lax",good,1,0,bad,True
10 years in JPMC and hitting for more 10 Years,good,1,0,bad,True
The company that has a possibility of Global one of retail clothing,good,1,0,bad,True
Great place to start a career in commercial banking,good,1,0,bad,True
Best Culture - Best Comp - Nothin gelse compares,good,1,0,bad,True
Very intensive and creative way to embark every employee to the company.,good,1,0,bad,True
If you don't challange yourself in the long run you may lose your motivations,good,1,0,bad,True
I feel very fortunate to have ended up here,good,1,0,bad,True
"Great place to work, so sorry it was sold",good,1,0,bad,True
Etsy is exactly what you think ... an A++ place to work.,good,1,0,bad,True
Great Company with many opportunities to work in varies levels,good,1,0,bad,True
"Great Place to Work, Store Management Could Use Some Improvement",good,1,0,bad,True
Really enjoy the people I work with and the work that I'm doing!,good,1,0,bad,True
Great blue-chip company to start and build your career,good,1,0,bad,True
It is good company with rich Engg experience and gives you the freedom to preform,good,1,0,bad,True
"Nice and relaxed atmosphere, not so many great projects",good,1,0,bad,True
A company you can be proud to work for,good,1,0,bad,True
it was very good working at LSEG and Gained lot of knowledge from Financial statement analysis,good,1,0,bad,True
One of the best banks to work in Nigeria,good,1,0,bad,True
It is a very clean and fast company in my opinion.,good,1,0,bad,True
A great workplace if you like to be around academics,good,1,0,bad,True
Good culture depending on which team you are in,good,1,0,bad,True
Very nice and community-oriented place to work.  In tuned with diversity.,good,1,0,bad,True
Great place to work with a strong  development career path,good,1,0,bad,True
Wells Fargo has great opportunities for anyone who wants to advance in the banking field.,good,1,0,bad,True
"Leading the Sales Force team to achieve the best results.
Recruit, train and develop competencies.",good,1,0,bad,True
Safe work for a company that is changing the world,good,1,0,bad,True
It has given me the resilience to handle almost any situation,good,1,0,bad,True
Awesome place to work no matter how old you are! Cashier!,good,1,0,bad,True
"Decent workplace, depends on the team you work with.",good,1,0,bad,True
Good place to start your first job and get experience!,good,1,0,bad,True
A great place to work and grow in your career,good,1,0,bad,True
My experience junior Quality exicutive  3 year in lava manufacturing industry.,good,1,0,bad,True
"Good place to work, but rapidly losing its innovative edge, and the small company atmosphere",good,1,0,bad,True
A good company to work for and gain entry level sales skills,good,1,0,bad,True
Great Opportunity - I want this to be the job that takes me through to retirement,good,1,0,bad,True
Good work environment with lots of opportunity to be promoted.,good,1,0,bad,True
"My experience at General Motors, was challenging sometimes, but rewarding. Dealing with living out side the box.",good,1,0,bad,True
"A great place to work for, very upbeat and professional.",good,1,0,bad,True
Great job if you can get placed at a good property,good,1,0,bad,True
Commitment to Employees is high.   The HP Way is alive.,good,1,0,bad,True
I worked at Dexter Systems (Virginia) full-time (More than 18 months),good,1,0,bad,True
A business where you go to work. Tough but rewarding.,good,1,0,bad,True
Get a lot of exposure to different technologies in the market and design solutions for international clients.,good,1,0,bad,True
It's not perfect but constant improvements are being made,good,1,0,bad,True
"Stable, well-paying jobs at an agency that needs to become more streamlined and competitive",good,1,0,bad,True
Texas instruments is a very good company to work.,good,1,0,bad,True
The best place to growth as a professional and as an person,good,1,0,bad,True
It´s just amaizing. Lot of benefitis and multicultural enviroment.,good,1,0,bad,True
I agree to the Glassdoor Terms of Use. This review of my experience at my current or former employer is truthful.,good,1,0,bad,True
Best way to start career as  a fresh graduate,good,1,0,bad,True
"Great Pay and Team, but work is beyond dull.",good,1,0,bad,True
"All in all, a good company to work for.",good,1,0,bad,True
"Exciting experience, a company that goes at the speed of light but can slow down to take care of its employees",good,1,0,bad,True
Huge company with all pros and cons associated with this.,good,1,0,bad,True
One of the best IT services company I have worked for,good,1,0,bad,True
Decent place to work but a little behind the times,good,1,0,bad,True
"It was great, this company always had work for me",good,1,0,bad,True
"Easy interview, dress casual but still professional. A lot of expectation and must be really good at sales.",good,1,0,bad,True
By far the best company I have ever worked for.,good,1,0,bad,True
Had a great job as a biosciences PhD student,good,1,0,bad,True
Seasoned Client Management candidate with vast knowledge of BFSI & technology,good,1,0,bad,True
Suitable for people who are accustomed to bureaucracy and are looking for a slow-paced environment.,good,1,0,bad,True
"Still a newbie but, fun work environment so far.",good,1,0,bad,True
I could not be having a better work experience than the one I am having at Pearson.,good,1,0,bad,True
"Flawed annual review practices, but overall great to work for",good,1,0,bad,True
"At REI, I look forward to coming to work due to great coworkers, great customers, and I believe in our products.",good,1,0,bad,True
It's awesome experience with the company great career pathing,good,1,0,bad,True
"Not terrible, but nothing to write home about either",good,1,0,bad,True
Accomplished Technical Analytics Professional with 20+ years of experience,good,1,0,bad,True
"Potentially very lucrative, however you have to work very hard and have a certain personality to make it work.",good,1,0,bad,True
"Great company, processes and most importantly great people to work with!",good,1,0,bad,True
"As an Mechanical Intern at Lennox I have learned, gained, and experienced many things. Great company.",good,1,0,bad,True
Very good experience  I feel nice to work with mpc,good,1,0,bad,True
AAA Missouri - Adrenaline powered in Call Receiving and Dispatching. Difficult to get promotions.,good,1,0,bad,True
"Great job while at school, I worked the Mobile department and fair was good for retail but not great for what we did.",good,1,0,bad,True
Good place to work - focus on promoting women to ensure 40% senior workforce is female led by 2020,good,1,0,bad,True
A needed transition in 2013 sets the stage for a great comeback,good,1,0,bad,True
"Great Employer, though the culture is sometimes manipulated by climbers.",good,1,0,bad,True
"A good place to work with a good CEO, but don't expect to be highly rewarded.",good,1,0,bad,True
It's going to take all of us to create the unimaginable!!!,good,1,0,bad,True
"Great place for young people to grow, a little more harder for mature professionals.",good,1,0,bad,True
Good company but little corporate oversight of field offices,good,1,0,bad,True
Very positive and I would like to continue to work with the company.,good,1,0,bad,True
"OK Pay, fine Job, good Work culture and Good corporate enviroment",good,1,0,bad,True
"Great people, great environment, some what flexible working options, good pay, good work life balance",good,1,0,bad,True
Technically less challenging in few groups and more to learn in other groups,good,1,0,bad,True
Good Company to learn but if you can work a lot. This company for you,good,1,0,bad,True
I enjoy my job and love what I do,good,1,0,bad,True
Great work environment; Opportunities to advance if you're willing to move to another department,good,1,0,bad,True
My overall experience with Lockheed Martin Information Systems & Global Services was positive.,good,1,0,bad,True
A good place to learn and grow as a junior engineer.,good,1,0,bad,True
DaVita is a better place to work than some of the other dialysis companies out there.,good,1,0,bad,True
"Pay is good, work is meaningful, Management is eccentric at times.",good,1,0,bad,True
Cerner Kids is the place to grow your skills as an early childhood teacher,good,1,0,bad,True
