text,label
"THE BOSS of Atos has been awarded a £280,000 pay rise after his firm but we have to take time off without pay",1
The most innovative company to work for in India!,5
"Excellent people, everyone motivates everyone else. The company events are awesome",5
One of the best fast food places to work,5
"You will see things that many people will not, in one lifetime!",5
Every thing depends on which team you will go,4
"I work the front desk, making copies, assisting with miscellaneous duties.",5
I handle various IT problems and do tech support for professors.,5
"A good window into the world of HR, but it's extremely limited.",2
Great place for the right type of person. Definitely not for everyone.,4
"I've never worked for a company that has valued my experience, health, family and personal goals the Humana does.",5
"Good for families, not great if individual in maintenance",2
Long hours and no consideration of life/work balance. A political place if you want to grow with the company,2
Stay away for your own good. You've been warned!,1
Can be a fun job except for the micromanagement,1
Only do it for the money not your sanity,1
Great for a short term start to your career,4
Absolutely focussed on themselves with no thought given to employees,1
"Worked there for many years...their ""values"" for the employees are gone",2
There is no learning growth and hence no career growth. Expect development for testing also mostly copy paste will b use,1
"Overall a good employer, I've been proud to work here",5
"Benefits are great, salary is poor, and as a research tech, you will never get anywhere.",2
"If I was to do it again, I wouldn't mind",4
FLIR employees have a commitment to deliver excellence for all stakeholders.,5
I walked new students to class on line including speaking to them by telephone while they opened up their new laptop.,1
Great Benifits just wish they would follow global policy,4
Laid back atmosphere where nobody was very serious about their careers.,2
The company was MUCH better before bought by RR Donnelley,1
Support a good cause and get paid while doing so,5
A business where you go to work. Tough but rewarding.,5
"Good starter company for pharma, too many ""me too"" products.",2
A reasonable place to work with good opportuniities for advancement,4
Dont expect a life if you work for disney,1
"lackluster and boring, an  atmospheric fog that engulfs everything and everyone",2
"Challenging position for SR, due to paperwork process and guidelines by medicare.",2
They take care of the Executives and not the Employees,1
"Not good company for contractors, infact waste for contractors",1
"The mech dept is not so good, culture is very bad, if ur techincal knowledge is good learning is also not at par",2
Believe what the majority of other employees are saying...,1
I did not have a good experience while I worked there.,1
"Good for building experience, hard to see myself here long term.",2
High school and full time student managers. ChickFilA in Oxford MS was one of the worst experiences of my life!,1
Honest top-heavy company that seems to care about it's employees.,4
Nothing too specific. Management does not entertain any of your concerns,1
"Was good at first, then you get sucked into drama that has no place being at the work place.",1
Great place for long-term employment not stressed about promoting,5
This is a great place to work for upper management,4
Draper is a company that cares about its employees and has a good mix of academia and industry.,5
"Great company to work for, plenty of room to grow",4
"My co-workers are one reason I have stayed at this job, they are great",2
Great place to work for engineers. Why didn't I think of working on the beach sooner?,5
A great place to to work if you are straight our of college or need an entry level position,2
DXC's leaders are transforming this company into something great!,5
"Great place for young people to grow, a little more harder for mature professionals.",4
"Gap has a great environment to work at, shame the salary is so low.",5
Values are demonstrated in the way the company operates and interacts with stakeholders.,5
Amazing benefits and resources but current budgetary crisis is worrying,4
They treat you like an independent contractor and pay you as an hourly worker. No money paid back,2
Can do much better with some work life balance,2
"Great company, processes and most importantly great people to work with!",4
Warren Buffet and Mark Donegan are the greediest ever!  EBIT and Profit rule,2
Don't apply unless you're a total screwup or just looking for a quick buck,1
"Ethical, listens to employees, but hard to move up",4
Working for Roses in Charlotte North Carolina is a job where u will be over worked and DEFINITELY UNDER PAIED.,2
Great company that cares for employees and encourages career development,5
"Totally stressed, micromanaged. Take your life and spit it out. They make 20 x more than we do.",1
I was great due to the people you get to work with,4
Best place to work if you need work-life balance.,5
I MADE BANK BUT LOST MY DIGNITY AND SOUL,2
"No Structure. No discipline. No money, No support. Nobody cares. Zero positive morale..",1
"The job was great loved the people that I worked would love to return back with the Company,Great pay rate",5
The best company that I have ever worked for,5
Work at home Depot I was able to enhance and add to my skills,5
The CEO  sold his soul to the fast capitalism devil,1
Working with very driven and motivated people has made my experience working there great.,5
Taking from the workers to give to the share holders.,2
"Great place pick up a BMW, not so much for employment",1
Good place for clock-watchers who have no career goals,2
"The company is a great  employer but the management is in the rut, not having farsightedness or business acumen.",4
Chandigarh University is one of the best universiity of India with NAAC A+ .,5
Panda express always puts people first. The company focus on people development on a personal level as well as professio,5
I recommend working professionals to pursue their career with QualityKiosk for better learnings & Upscaling.,5
Attractive technological environment with a lot of bureaucracy in methodology of development.,2
Review of being a statistics 221 teacher assistant at BYU,5
Everyone is treated like robots with low salaries. No community at all,1
"High Turnover, Long Hours, Difficult work with very low pay.",2
Rooms To Go Macon Ga desperately needs to hire/train more adequate management,4
"No career advancement, poor pay, flexible work time, uninteresting work",2
It's not just work it's life and life is good.,5
"An absolute cluster!! No help, no product, no direction. Run!!",1
If you have a family or a mental health disability run from this place.,1
"Not an employee friendly place, at least in Technology Advisory",2
"Great place to work, maybe the best I have ever worked.",5
Good place to start. Your value as an employee is in your hands almost quite literally.,4
Assessment of work circumstances before shutdown of Inland Empire location,4
"Fun place to work, but occasionally a bit hectic.",4
A real MBA on top of the theoretical MBA,5
You do NOT want to work here (no kidding),1
Interview and Hiring Experience has been great as fully remote team member so far,5
Great place to work if you enjoy being overworked unappreciated and and underpaid!,1
"Great kids, good support, but sometimes business trumps education",4
Avid has had multiple chances to lead the market and for many reasons is now fighting for survival.,1
University of Rochester is a great place to work,4
""" It's like a bad relationship you know you can do better, but you're so used to the way things are.""",2
"Great place to work, great life - job balance, they worried about employees, HP Way works.",5
Etsy is exactly what you think ... an A++ place to work.,5
"Being micromanaged like crazy, working with a bunch of highschool kids, it sucked.",1
TA/GRA positions come w/ significant benefits at the cost of extending school,4
"Worst job I’ve ever had, this company only cares about money.",1
I experienced so much growth and learned so much.,5
Do the Work but don't expect to be paid.,1
Good opportunity to work in FP&A at a Fortune 500 company.,5
It was really very good Company for all fresher as well as experinced,5
Salary info was entered.. not the company pros or cons,4
Very fair organization system but that doesn't guarantee fairness but needa to review the process of employee evaluation,4
"They buy out companies and let employees go all the time.  If you want job security, this would not be the place to be.",1
"Great start for out of high school, but don't end it here",2
"Old-age Home with stone age values and B.C. work processes yet leading ""Advertising Firm""",1
"Highly skilled SME with strong academic and professional experience in Securities Services , Custody & Asset Servicing,",5
Poor at best. CEO knows less than people working in the warehouse,2
The Best Company I have ever worked with in my entire career,5
Didn't want to tell me I wasn't needed anymore,1
"Management is horrible, a certain female assistant manager is not a very pleasant person to work with.",1
Majority of leadership team are incompetent swindlers.  Most of what is advertised about the company is a lie.,1
"Great Company to grow your skills, learn new businesses, and meet people from all over the world!",5
"Although advancement is possible, they do require you to meet goals that are sometimes impossible.",4
Pay does not reflect the workload expected of workers.,2
"my experience working here horrible, usually i put my two weeks in quitting but i just quit it was not good",1
"If you know what you want you can get there, but it's not cherry picking",4
"Very bad experience, the worst company I have ever seen",1
"Last Good Thing was Joel left, but he forgot to shut off the lights",2
Surely not the best place to work at (Its a myth),1
Poor internal communication.  Chaotic environment and lacks standard operating procedures,2
4 managers to manage a team of 8 people,2
My experience was not good. The management team brings you in quickly and then pushes you out.,2
"Overall, it was an enjoyable experience, and I met several truly fantastic people in our office.",4
"It totally depends on your ""LUCK"" . If you are in bad project then your life will be hell",2
A decent first job but not place to grow,2
Find somewhere else to work if you value yourself,1
Providing quality of care while being on the cutting edge of a new healthcare industry.,5
All image and prior reputation. reality is a dismal let down,1
"Great place, good people, but a few bad apples",5
Not the best place to work at if its Shinhan Canada,1
"Review of Chinese teahing companies in general, not specifically Huijang",1
Everything I thought working at a gym would be like,4
"Started out great, not so great after 5 years.",2
It's one of the best companies to work with.,5
"This company strives for Ecellence in Employee, Customer, Safety and great benefits too",5
Use to be a GREAT place to work but not so much any more.....,2
"Good salary, bad management, needs to move with the times",1
Frog in a well. Thinks that Malaysia is the centre of the world. Complacent due to lack of exposure to foreign banks,1
Accept a Job Offer With the TSA If You Want To Be Treated As a Second Class Citizen,1
This company employees are very honest laborious and helpful about the crew,2
"Good to start, go somewhere else if you can find a better job",1
Comparatively a very good company but not the same company Bill and Dave envisioned,4
Good Company to work with - Great Learning and Less Perks.,4
Excellent Company & Tremendous Growth over the past 10 years,5
This is a great company that offers great pay and benefits.,4
Great Place to work....now the guard just has to change,4
This is NOT a Scam! (although many reviews might say otherwise),5
Morale is as low as I have seen in 18 years.,1
I have worked part time here for almost two years.,2
This is from the perspective of a work-study student. Wash U's FWS program is great because the hours are flexible.,4
"It’s mix of everything good work hours, nice work culture & industry standard pay",4
Experience working as security engineer in NTT Indonesia Technology,1
Great Line on Your Resume But Don't Plan to Make it Your Career!,2
"Could be great as an external hire, not a great place to grow.",2
A lot of work for any person to take on,2
The work was interesting but the strictness and lack of growth made it stressful,2
"The bar is set to ""Mediocrity""  (psecific to the IT department)",1
The Corporate stores have figured out how to sell wireless....,1
"Leading the Sales Force team to achieve the best results.
Recruit, train and develop competencies.",4
Best only as a stepping stone to other opportunities,2
"If you don't have thick skin, don't work here.",1
Great place to work with an awesome team atmosphere,5
Horrible Place to work - only do it if you have NO choice.........,1
Driver Helper Position pays well and is Pretty Okay,4
Been there for over 10 years because of the great people,4
"Genpact  is the company for those who love to learn new things,gain knowledge,explore his/herself.",5
"Good place to work, but rapidly losing its innovative edge, and the small company atmosphere",4
Pay consistently wrong and lack of care for staff,1
Great company to work for and a wonderful opportunity to further your interpersonal skills.,5
The worst professional experience of my 20-year career - hands down,1
Needs editing * bad experience & want to spread awareness ,1
Its a very satisfying job if you want to career in communication industry.,4
"While it was better about 10 years ago, its still a good place to work.",5
"You won't get rich working at an airline, but you get great benefits",5
"WD is a great survivor and a very successful, financially sound company",5
ABC gives me the tools i need to advance,4
Take tuition fee from the employees to train them !,2
You'll want to get out as fast as possible,2
Not a Good Company Go elsewhere if you can.,1
"Great experience, learned a lot about customer service, teamwork, and communication.",5
I feel very fortunate to have ended up here,4
Think long and hard before heading into the land of the unaccountable,2
Don't let them suck you in with there fake smiles and comcast is a family statements,1
Started strong but the season that Michael is orchestrating has put pressure on the balance sheet,2
Good place to be if the crew is good,4
I had a very good time in this job,4
"Very good and stable company to work for, cared about its employees",4
Very Bad Experience in Content Regulation or S&P Team,1
It’s filled a gap being a student but often made to feel like it’s a full-time process rather than part-time.,2
It's a great website to apply for a job,5
"Boring, slow paced job in a dying department store",1
"Great Place to Work, Tons of Room to Advance",5
I am more and more unhappy about CompuCom everyday.  The stress is unbelievable.,1
Solid place for part-time or being in between jobs,4
A Restaurant equipment company that runs itself like a restaurant,1
"Top of the line AP, but we are slipping",4
"Exciting place to work, forward thinking employer with smart driven minds.",5
I believe it was the best job for what it was.,4
"Good Experiences, this business can continue to grow and inspire",4
A good place to work that is losing perks regularly.,4
The grass is not always greener - you'll only know how good it is when you leave,5
My experience has been positive but the compensation package is below market.,4
The Air Force is a great service to work in!,5
I would have to say that my experience working there left a lot to be desired.,1
Great place to work while in college or HS,5
"Employment at CDW Canada has been rewarding. The environment is collaborative, strategic, and focused on execution.",4
A place with potential but managed by incompetent people,1
good start to your carrier - move on whenever you can,2
"If I could give it one star, I would",1
Great company overall but challenging leadership change in the recent year,5
A great firm to work with - CRISIL Ltd.,5
"Not a good option, if you are a developer",2
Lots of very comfortable and lazy people at the top who keep the rest of us down.,1
A once great place to work that has become a complete joke.,1
Good but your experience depends on the team and your manager,2
"Amazing past! one of the key innovator & best product of interactive television
Nagra SVP leadership is a disaster...",2
The Coca-Cola Company is not a very progressive company.,2
"New United employees are hopeful, I've been there 25 yrs",1
Generally well run business within the UK and Europe,5
Good company to learn from. Part of the compensation is lower than the competition.,4
"Pay is good, work is meaningful, Management is eccentric at times.",4
"Very happy here, unless required to go to office several days a week",5
Motivated by buying out smaller banks rather focusing on Teammate engagement/Customer retention,1
Good culture depending on which team you are in,4
Triumph Company has increased profits while taking away from workers.,2
Beware of this company - not to be recommended as an employer!,1
"Not that great a company, good for 2nd/3rd tier colleges",2
"Great company, but salaries in Global Order Ops need to increase",4
"No appreciation of a hard work, no career advancement opportunities...",2
The LA office used to be a great company to work at.,1
"Great pay, but work experience depends on your client.",5
Great place to collaborate and work as a team,5
"good people and benefits, poor base pay for work load",4
"A not so great place, especially if you come from an acquired company",2
Decent but could use some work in major areas,2
"Company great, new managers are more into politics and favouritism",5
Working at the largest phamaceutical generic company in Canada,4
"Sorry to see the comapny downsizing, but loved to work there.",4
Avoid working here unless you don't need much money.,1
One of the worst companies I have  worked for,1
Great place to work for if you don't want to transfer,4
"I had a great experience with the Navy, I advanced very quick until they terminated me mid contract for no reason",2
Awesome working culture where we can balance both professional and personal life,4
I was interviewed and was told information about the job which is vastly different from what is currently occuring,1
"A lot of upside potential with our R&D portfolio, hope we don't blow it.",4
"A lot of interesting work, but hard to make a dent....",4
great company who is a leader in clothing retail,5
"If you're not South Asian, you cannot be a manager at PayPal",1
Review what their company stock has done in the past 5 years,1
Poor leadership and lack of career development opportunities if not an attorney,1
A soul-sucker where management does not care about you- potential for upward mobility is greatly almost non existent,2
"Great creative company, upper management could use a lot of help.",2
"Sogeti UK offers a real oportunity to make a real difference, and work with really lovely people.",5
I am a current employee at the LaPorte Kmart,4
if you're young looking for a job good start,2
"It excellent working with RIL. with working in many group companies, we can increase our knowledge base.",5
"MSGD-MGSI not a Microsoft culture, its like any average service company.",2
Handling suppliers in west coast with FAI source surveillance and support,2
My experience at Ford was extremely pleasant yet challenging.,5
Great Management team who are the best in the industry,4
Company tries to hold you by delaying Green card process,1
Unsure of corporate identity - seems to change every six months.,1
No clear company direction with a very poor management team,1
Lack of true leadership is responsible for the poor culture,1
Feels great & secure to be a part of the Organization,5
Cisco : the best place to work in .,5
Good Place to work at the beginning of your career,4
Horrible . Worst place I’ve ever worked . Would never recommend it to anyone .,1
I have been working at GlobalLogic  full-time (More than 3 years),5
"Never Join EXFO, Worst Company i have seen in my carrer",1
Great caring company with good opportunities to develop your career,4
Goodman has been a great experience as an engineering intern. I would be willing to work for them after graduation.,4
"Above averages wages, good equipment, fairly laid back environment.",4
Its not as good as they make it seem in orientation,2
Great place to work keeping work and life balance,5
Great Company with many opportunities to work in varies levels,4
Tremendous potential not realized as the rest of Asia moves forward.,2
I'm an senior software engineer in TechMahindra and working here since 4 years.,4
Was once the place to work as a pharmacist....not anymore,2
Decent pay and benefits but very boring and tiring,2
Pretty much the same as any other AV company.,2
"It's what you make of it, if you put in a lot of effort you can, (notice I didn't say will) get a lot out of it.",5
"Horrible Management, and needs respect their clients and employees.",1
The company culture as well as the excellent development opportunities have made this a great place to start my career.,5
"I have been working at Japan Tobacco International  Pros  Flexibility, lot of options to explore, stability, good team",5
Troubling times (2020) but other wise good place to work,4
ALDI is a great place to work and grow!,5
Lots of potential for learning at expense of work-life balance,4
One main was awesome until spring leaf bought them out. Horrible place to work now.,1
One of thee most stable companies I’ve been with & still going strong!,5
It's not what you know but who you know,1
Seems to be no light at the end of the tunnel,1
Not what you are told during the interview process,2
C&B strives to bring out the best in their employees.  Essential training is provided by knowledgeable staff.,4
A great place for students to earn extra cash,5
Good company with lots of politics among senior management,2
I think this company it trying to sell out to T Moblie.,1
"Great co workers ,racist managers an hostile place of work",1
First Aid & Fire Division: great Company to build credibility,4
A friendly and supportive environment to work in. It is well managed and organized..,5
"Look elsewhere, where you come to end your career",1
Go for this company if you don't have any passion or creativity,1
"My experience at Bank of America was educational, encouraging and fulfilling.",5
Great place to work if you are a full time,1
A good place to make money but not the best place to stay.,1
Nice place to work -depends on the team you get,4
"Proceed with Caution (Finance and Accounting, Randstad Professionals in Irvine, CA)",1
I could not be having a better work experience than the one I am having at Pearson.,4
"Enjoyable experience, with excellent compensation and benefits for an intern.",4
If you want to hate your life go for it,2
"Good place to work, Nice benefits, Painfully slow pace",4
Sprint (Don't Run or Walk) As Fast As You Possibly Can Away From This Company,1
It was just a job and a paycheck. Management is not interested in your career.,2
Poor management who expect you to wait around after your shift ends,1
"Good company, because every thing went well for me",4
great place to work if you don't value yourself as a person,2
Used to be innovative but lost their heart & soul,2
"Almost as good as academia, but with harder field work",4
They don’t really care about you so take care of yourself,1
Great place to work at... hard to move upwards,4
MBA Finance wit 1 year experience at JP Morgan Chase,5
"Glad I worked there, but I wouldn't go back",2
Not a great experience left for 4 weeks no training .Products i tried as samples dried my skin out.Low pay for graft.,2
Pimpin Ain't Easy But Somebody Got To Do It.,1
Only good part of the job is your coworkers.,1
"Lead Associate, Project Manager, managing others and leading projects.",5
"Great team, work environment and fulfilling job scope...just add personal commitment and zest!",4
Why didn't I do this earlier in my career?,5
"Dishonest HR, self promoting upper management, no genuine recognition of deserving employees",2
"I just got a new job and have three days left working in this MCcraphole, hated working here.",2
My experience at Hermes was terrible for only one reason - the store director.,1
Okay place to be if you have good coworkers,2
Not the best!  Anyone says anytbing negative about u whether it's true or not and your new ...you get in trouble.,1
"Excellent, a great place to make a career. As a lifestyle I would be less optimistic.",5
No future opportunity for this  job in India. Dissatisfied to the core.,1
"Good place to grow, but slow moving and lots of politics",4
Supported 3 CAMs in dealing with client's day to day banking and cash management needs.,4
CVS only cares about metrics and will micromanage you to make those numbers look good.,2
Awesome place to work no matter how old you are! Cashier!,5
Would only recommend as a stop-gap until a better job can be found.,2
More bureaucracy than you can imagine in your worst nightmare,2
"If youre interested in retail, work somewhere else besides here",2
"Love the job, and the industry. Hate this company.",2
I have worked for Walgreens for over a decade.,2
Very good experience that provided me the opportunity to lead some of our nation's most professional individuals.,5
"Great benefits, but expect the environment to get increasingly harsh",4
great company but falls into the trap most corporations do,4
Worked at Citibank for a short amount of time,4
Time to move over and make way for the next generation Jo!,4
It’s a good job to put on your Resume,2
Great place to work and we are making it better,5
Love working at Macy's only wish i had mite hours on the schedule.,4
Great place to launch your career but need to be strategic about not getting stuck,4
"As the program assistant I plan events, manage social media sites and assistant and train a group of 10 volunteers.",5
Very stable place for employment but little opportunity for growth,2
"Events Assistant BYU Rollins Center for Entrepreneurship and Technology in Provo, UT (US)",5
learning how watches are made and how to fix,4
Bad client relations ruined the project and bad personal management,2
"Iconic Employer Brand, But May Need to Be More People-Oriented as an Organization",5
Don't do fulfillment if you dont want to walk 9+miles a day or have your feet hurt a lot,4
Great company to work for. From what I hear,4
"In a need of job fast, try Amazon warehouse",4
Not a place to be anymore ( Branch Level),2
Great place to start a career in commercial banking,4
Not the Best but for sure not the worst.,2
This is a great company to work for with awesome benefits and thorough training.,5
Good company & compensation.  Long hours & extensive travel.,4
Too many compromised chiefs and not enough good warriors,2
Horrible Management at Burlington on Park in Memphis TN,1
Used to be great at start but not anymore...,1
"Absolutely flawless employment experience, from recruitment to everyday assignments!",5
"Hilton as a company is good, but this particular franchisee is AWFUL",1
Great chances for the future and really nice benefits,5
Do NOT work here as an Admin or CSA,2
Be aware of the odds of making it there,2
"Wouldn't recommend this company to anyone, worst time of my life working here.",2
We unload the truck every mourning and stock and zoning store merchandises on the salesfloor.,5
DEFINITELY part time.$7.45 hr & bs hours. people who get hours are the ones who get a lot of kohl's charge sign ups,1
As he says “You need have kick in the belly”,5
Not good for laterals. Not at all employee friendly.,1
"All in all, a good company to work for.",5
A job that allows you to save money by buying stocks,4
My experience working with eCW has been an extremely pleasurable and positive experience.,5
This company has bright✨🔆 future with customers and employees,5
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1
So far so good.  I'm just 6 months into the position,4
"Excellent platform to learn, grow, and make a large and direct impact",5
If you are not the favourite of the management then this company is of no use,2
"Very Chill, Ability to Move Up Ranking, Low pay",4
Really great place to work - Amazing atmosphere and steep learning curve. I am really happy from my PwC experience.,5
Good people who are passionate about the customer experience.,4
Honeywell is a good place to work and grow,4
Do go if you want no work life balance at all,1
Good but have to work a lot of OT to make it worth the money,4
Commscope is a great place to work for with great people to work with.,5
Great teams and strong business culture based on customer and metrics,5
It was really hard. The work of 4 people and no support.,1
Decent place to work if you're on the right team,2
Rapidly deteriorating benefits and complete lack of trust of management,1
"Good Company, Excellent Learning and Development, Great Peer Support",5
"A good place to work, there is pressure when a deadline needs to be met, otherwise pretty easy going.",4
Aggressive but if you are a quick learner - you can grasp the job,4
This is the best place where I've ever worked.,5
Supportive environment in a company that loves its customers,5
It's like a Porsche with bald tires....looks great but not a top 5 Firm,2
Nike Employees should be extremely vigilent on what they offer to this site.,5
"Only go to Teleperformance for the money, don't expect anything else",1
18 years of ideal followed by 3 years of failure,2
IBM Global Services is the worst part of IBM to work for.,1
Great way to get your foot in the door of engineering,5
"Great Company, Exciting Cyber Security Space, Collaborative & Supportive!",5
Great company to work for in challenging and volatile times.,5
"Expected of you too much, yet still under appreciated.",1
One of the best companies in the south of Israel,5
Fantastic culture in a company growing and changing rapidly,4
"There are worse employers, but there are also better employers.",2
Its a very stable and challenging place to work.,5
"I did two different stunts at Starbucks, 10 years apart.",4
"Kmart is very hard to work for, if you need guidance adn feedback for a job well done or not.",2
"Toxic environment, plus no actual support for mental health.",1
"Mediocre Job, Far Better Part Time Jobs Available Elsewhere",2
Please educate your mid management (I am already being very nice here),1
"Good place to start, but don't count on staying",1
"Don't work here and if you're here now, leave asap",1
Very poor management and bad politics played here. Some people always plays games & some guys works hard.,1
I followed contract and they still did not pay me.,2
Gets fired for not being able to physically work night shift,1
Felt like home to me ... hands down it's ONE of the best companies to work,5
A company that seeks to cut down on work force,2
"Teaching is great but the industry is not, choose your district carefully",1
"Great pre-MBA opportunity in India, but at the cost of low salaries",4
Maybe a good place to start but not to stay long term,2
Excellent opportunity for those willing to work hard and stay educated about the market.,4
"Great company, a little too indulged in their own culture for my taste",4
"Great Pharmacy outfit to work for, great people who allow you to excel.",5
"Good place to learn but difficult to make a career, Low retention employee rate company.",2
Can't believe they don't have the PHRC investigating more often,1
Good Company filled with Good People but rather unexciting,4
"Great place to work, caring environment, great for nursing students",5
"It's Alright, Could be Better.  Lot's of Areas for Improvement",2
TIL lives upto its reputation and goodwill of 77 years.,5
"Ask lot's of questions and write them down, CYA!",2
A great company to work for who is established and contimuing to head in the right direction,5
wasn't happy the outcome at all Mulgrave the worse place to work with do not trust them,1
Well funded lie. Like all the flops from Softbank. This will be one of them. It's only when.,1
"Great packages, but not a great place to learn",2
"Lots of change and unfortunately, not for the better",2
Decent values and security but salary/bonus structure to be improved on compared to market,4
Not a good place to start your career with,2
QTS has the very best people committed to the same goals....,5
"The worst place to work, I was happier making $8.00 an hour working retail.",1
"It was, was a good company to work for until 2017",2
Standing long hours as in any retail job but the pay is good.,4
"The ever-evolving, constantly changing, little engine that just might.",2
Disappointing experience but forced to learn a lot independently,1
MGTI : The IT function for Marsh McLennan is a Political Nightmare!,1
SwRI Division 15 is a great place to work,5
Think Twice/-Revolving door-Why do you think they keep having open houses.,1
Groupon was a great place to work but times are a changing.,2
Was a great company till 2010 and since then it's been corkscrewing itself into the ground,1
"Could be a great place to work, if they don't burn you out",1
Alright part time job. Management and pay could be better.,4
Tour Department is a trap - The rest of the Studio is great,2
Easy first job but  needs a lot of fixing,2
"The work environment is generally positive and fast-paced, experience can depend on your manager.",5
"A great environment, but limited career advancement for most staff",4
They take 1st and 2nd place for worst company,1
"A no more than 9 months experience for starters, then is a complete waste of time.",1
Great opportunities if you're willing to work for it!,5
In n out is the best part time job you can get!,5
Not a place to be for your early career,2
"Exciting experience, a company that goes at the speed of light but can slow down to take care of its employees",5
I have been working at cognizanf more than a year,5
Worked for the company for more than 3 years,4
Great place to start your career in public accounting,5
I've been an employee by Tgi Friday's for 7 year's.,5
I have worked as a Avon Independent Sales Representative. I have worked and learned so much from the district managers.,4
Good industry connections/clients but lack of direction and under qualified management,2
Great potential to feel satisfied in the workplace but senior management fall short,2
I was impressed by the company and enjoyed my time with them.,5
I am working there while I finf what I like,4
"It was the best of times, it was the work of times.",1
"Exciting brand, but not great company to work for",4
I am eager to join this organisation and become a part of it.,5
"If you need extra income, but not a livable wage",2
"Working at Walgreens was definitely a challenging, yet beneficial opportunity.",4
A great opportunity to become familiar with the daily writing process.,4
"Not very ""customer"" oriented as far as a ""retail"" company goes.",1
"Growth, learning, salary issues with high job security and medical perks",1
A company you can be proud to work for,4
"Overwork, terrible hours, low pay, 85% of people hired quit very high prices in food compared to other Wendy's.",1
the company is on the move with new staff and a new approach,4
"If you move like a robot then by all means, this job is for you. It's like a concentration camp though...lowkey.",1
One department doesn't know what the other is doing and nobody ever wants to step up to be accountable.,1
Comfortable work environment but be careful about long-term plans,4
"Good work will get you recognition, but may not get you good pay",2
FC is a financially well run company that does not have a good strategy,2
Very positive and I would like to continue to work with the company.,5
Great place to start your career but not the place to end it.,2
I have been working with deloitte for over 4 years now,4
"They do not pay as promised, delay payment, and replace US citizens already on payroll with h1-B visa holders",1
"Exceeded in Weekly goals by 70%,and enjoyed  the Customer interaction while fulfilling a fundamental need.",4
Stable decline of the company makes it less appealing by the day,1
"Do not work at UMUC, not a competitive work place, poor location, terrible leadership",1
"Like anything, you get out of it, what you put into it.",5
"Good people, lots to learn, but not enough training.",2
"Factory of favouritism, Bad for experience people and Good for fresher",1
Top heavy company. No advancements. No room to grow,2
Could be a nice play to work but a few key things bring the whole operation down.,2
6 years at HP - I would do it again,5
Strong Corporation with paid apprentice programs and good benefit package and 401K match.,2
"Great vision, a lot of expectations, absolutley no standards and revenue comes before everything!",1
"Nice place to work, but needs more transparency on decisions from upper management",4
My experience with Gold’s Gym was by far one of the best jobs I could ask for.,5
The hospitals are all about building connections with their patients and employees.,5
It used to be a good place to work,2
Great if you want to work for 5 months straight,2
"Rewarding, knowledgable, and all around great place to work",5
Wells Fargo has great opportunities for anyone who wants to advance in the banking field.,4
"CHAOTIC, HORRIBLE ORGANIZATION AND NO PROFESSIONALISM ALCOA BILLING CENTER DENIALS RESOLUTION",1
I am glad to be a part of ARTECH,5
a very poor place to work. with no training for new employees and no backing for employees whom have been there,1
Chuck is OK but needs to hire better people,1
when the owners are in the mix you know the company too small time,1
Good place To be Exposed to the high end market and a good place to learn.,5
"Good Financial Rewards. It ends up
being a Job and not a Career.",1
The department I was employed in was extremely disorganized.,2
They are a conservative well-managed firm that is secure and predictable,4
Knowledgeable Financial Associate specialized in Client Reporting and hands on experience in transitions team.,4
"Great Company, making some questionable decisions in the TA COE",4
All the lies not worth your below avg salary,1
Very satisfying job to get involved in the UC community.,5
Environment is great but transport(shuttle) timing is not in line with the login time.,5
"Stable, well-paying jobs at an agency that needs to become more streamlined and competitive",4
this is one of the best paying free jobs,5
"Great $$ if you exist in affluent circles already, else expect to be fired 12 months later if you cannot bring in 6mm+",1
working for Lucasfilm Animation Singapore is good experience but don't expect too much,2
Great company to gain experience. Do not recommend making a career here.,4
"Great Opportunity for Fresher to Start Their career ,",5
Probably one  of the best retailers to work for,5
OK but you could get laid off any day,1
If you are joining as fresher then its OK...or else don't join.,2
Once industry leader now a shell waiting to sell.,2
"If you want to have no life, then become a Conductor.",1
It is an amazing company I love it working here.simply amazing,2
Sales Rep - didn't treat their employees with much respect.,1
Poor executive decisions have killed this once proud company,2
Getting Acquired by Intrado is worse than being Assimilated by the Borg,1
NISD is THE premier school district in San Antonio!  A great place to work.,4
"If I deserve the best, you deserve the best, so I should give the best.",5
I  receive an award for the 25 silver years in service.,5
"Worst job I’ve ever had, this company only cares about money.",1
"Strict policies, pressure on management that trickles down to sales team",2
Expect to not work as much as a strategy consultant,5
Well organized and well run company with unprecedented communication and teams,5
A contractor wholly owned by the customer: Worst of the worst in aviation!,1
The job isn't all bad but the business is getting worse.,2
Great company to work for if you're a competitive person who enjoys sales,5
First time I am in a wrong Company. Nothing is good here,1
ok work if you want to be blamed for all the problems,2
"It allows you to grow, just need to show your potential",4
JCI is a great place to grow a career.,4
A great place to work to meet individuals or the same interests and lifestyle.,4
Good company for Old age people with old mentality,2
Not an employer of choice if you value your personal time,1
My experience throught out my work was amazing. The floor was  always live did not feel like i am sitting next to AVP.,5
"The shareholder comes first, senior managemenr second,  customer third, employee last",1
"One of the worst places to work, you bet it is!!",1
This could be the best place to work for if not for some members of management.,1
It's not perfect but constant improvements are being made,4
Great for high school students and that's about it.,2
"Was a great company, current ownership has made it horrible",1
"Great CEO, a lot to learn there, but some cultural flaws.  Worth working for.",4
