text,label,label_text,text_length
"Good Company, Excellent Learning and Development, Great Peer Support",5,good,9
"Excellent company that stands behind its mission of “helping people live safer, more secure lives.”",4,good,15
"Eh. People are alright. Very technical. Not a lot of brain usage, feel like a zombie",2,bad,16
"Great company to work for, always ahead of the game. Best thing that ever happend ot me.",5,good,17
"No Structure. No discipline. No money, No support. Nobody cares. Zero positive morale..",1,bad,13
Excellent pay. Benefits paid. You will not want to leave.,4,good,10
Me and the team brought the store to number 1 in the state in a months time,5,good,17
"Overall a good place to work and grow, but underpaid",4,good,10
Pier 1 - The Company That Doesn't Care About It's Employees,1,bad,11
Wonderful Experience in a Collaborative and Harmonious Work Environment,5,good,9
Not a results driven Company and IT Management is deficient across the board,1,bad,13
Abbott is a good place to work if you can stand the pressure.,4,good,13
"No work life balance, low pay, no appreciation for employees",1,bad,10
Developing and deploying machine learning solutions for the enterprise.,4,good,9
Great for a short term start to your career,4,good,9
"Lots has changed since the Wachovia merger, for the worse",1,bad,10
A big company where people feel they own you,1,bad,9
"Working for Hertz was a huge disappointment.  Was great once, but then Frissora's gang took over.",1,bad,16
"Lots of bueuacracy,  too top heavy and loss of sight of the purpose for the Park Service.",2,bad,17
WhiteHat Jr. is one of the best places to work,5,good,10
"In detail review of this workplace, recommend reading before applying!",1,bad,10
Great place to start your career but not the place to end it.,2,bad,13
"Awesome experience, but a big political side (as with any big company)",4,good,12
Great time to be a part of HARMAN International,4,good,9
I feel very happy to work at MD Anderson Cancer Center.,5,good,11
Negative and toxic work environment who do not value employees.,1,bad,10
Not a company to stay with in the long run,2,bad,10
it was a very interesting job to say the least.,1,bad,10
Great company community involvement and opportunity to move up,4,good,9
I am a current employee at the LaPorte Kmart,4,good,9
"Unethical, Monopolistic Company with an Abrasive Culture. Absolutely avoid if you work in UX or technology",1,bad,16
"Decent pay not has high as Verizon Wireless, but more relaxed.",2,bad,11
Too big of a company to enjoy independent work freedom,2,bad,10
Current employee for more than 3 months! Amazing place to work,5,good,11
"After over 20 years of dedicated service, I was kicked to the curb..",1,bad,13
You will meet some of the most inspiring people in this company,4,good,12
My experience working with eCW has been an extremely pleasurable and positive experience.,5,good,13
Great second job or part time while in school.,4,good,9
Okay company to work for But no Growth potential.,4,good,9
Its a great company to work from home for,5,good,9
Great company to work at for a motivated engineer,5,good,9
Good for temporarily getting good tech experience and then switching to better companies,2,bad,13
Great place to start a career in Financial Services,2,bad,9
"If you have a personal life and/or family, don't work here.",2,bad,11
The Training will get you over the learning curve faster,5,good,10
Senior Engineering Manager at NESS Digital Engineering Very Nice Experience,5,good,10
Great company to grow your carrier. Great technical capability and projects. Have vast technologies to work on.,5,good,17
Reddy Ice hiring process includes nonexperienced management with absolutely no people skills.,1,bad,12
Honeywell is a well diversified corporation that has become a leader in innovative products.,2,bad,14
Suddenlink has given me the confidence to reach for goals and be independent.,5,good,13
"If you enjoy a fast pace, this is your place!",5,good,10
Stay away from this company. They are playing dengerous mind games.,1,bad,11
"In charge of all womens accessories (shoes, scarves, intimates, jewelry, sunglasses, etc) and standard retail operations",4,good,16
Pays the bills but it's a disorganized and very confusing job,2,bad,11
I am working here because I haven't had any lucky finding another job.,2,bad,13
piles of poop passed down from top levels to low-paid employees,2,bad,11
The heaviness of a huge corporation combined with  the insecurity of a startup,1,bad,13
"Lots of opportunity to grow skillsets, but not a lot of opportunity for advancement",4,good,14
Employee can groom their career with unlimited learning and new opportunities,5,good,11
Terrible experience still suffer from depression because of how I was treated,1,bad,12
"Opportunity for growth, but beware of the partner who recruits you.",2,bad,11
"Was a great company, current ownership has made it horrible",1,bad,10
Great Company - a lot of opportunity on difficult area,5,good,10
"Great pre-MBA opportunity in India, but at the cost of low salaries",4,good,12
Lockheed Martin has been a pillar in my career growth.,4,good,10
Groupon was a great place to work but times are a changing.,2,bad,12
It's a hard working mentality with a ton of potential ton create a great career early on out of school.,5,good,20
Really frustrated to join and work as a BA here in Altisource.,1,bad,12
As good as popcorn’s in the cooker(That much of pressure),1,bad,10
Great company that could be better with innovation and fresh ideas,2,bad,11
Not bad place to work.  Most people love it here,4,good,10
Management are terrible to deal with.  HR is non existent.,1,bad,10
Rooms To Go Macon Ga desperately needs to hire/train more adequate management,4,good,12
Tremendous potential not realized as the rest of Asia moves forward.,2,bad,11
"Great Experience - until the layoffs started, then the daily stress began",4,good,12
Good place to work; once you get past the initial period,4,good,11
"Easy job, helped me figure out what i wanted to major in college.",4,good,13
18 years of ideal followed by 3 years of failure,2,bad,10
"Not an employee friendly place, at least in Technology Advisory",2,bad,10
Amazing benefits programs. Best place to learn and grow,5,good,9
If you are seriously considering working for this company please read the following it will help.,1,bad,16
Ever changing responsibilities mean I learn something new every week.,5,good,10
Quick to focus on the negatives and ignore the positives.,1,bad,10
Salaries are way below what market offers- slow growth,2,bad,9
"Worst Place to Work due to few unprofessional and bad Person, but company is good.",1,bad,15
Advice - talk to someone with the MOS before you join,1,bad,11
Management is great and clear expectations are always set,5,good,9
"It's who you know, not your your work ethic.",2,bad,9
The company is great. Sales quotas weekly were a little high but the atmosphere and the friends I met were great!,5,good,21
They make money... on the backs of employees and the Medicare system they have pillaged for years.  (hence CBA's),2,bad,19
Higher starting salaries than other industries but overall not worth it,2,bad,11
Expect to work long hours doing monotonous tasks for low pay and slow advancement,2,bad,14
It used to be a good place to work,2,bad,9
"Worked there for many years...their ""values"" for the employees are gone",2,bad,11
There are still many issues between the regional headquarters that need to be addressed.,2,bad,14
"Fantastic agency, but the same problems as the rest of the government",4,good,12
Making this review to access other features on glassdoor,5,good,9
Good Company. i work as a contractor for temporary period of time,4,good,12
"My co-workers are one reason I have stayed at this job, they are great",2,bad,14
Cost U Less grinds and pounds you. Are you a Mixed Martial Artist?,1,bad,13
Great option for this who want to work outside of the NHS,4,good,12
"Great place, good people, but a few bad apples",5,good,9
I have worked for Walgreens for over a decade.,2,bad,9
it's good place to work if you are lucky,4,good,9
"No work life balance, NO Resource planning, over commitment, incompetent leads and managers, leads with bossy attitude",2,bad,17
Greed factory with cool products and plenty of unconscious bias,1,bad,10
They hate the 21st Century Insurance Agents (Sales- WAH),1,bad,9
"Recently transferred to the new office in Denver, best decision I ever made",5,good,13
Majority of Team Leads / Senior Management do not have any leadership abilities.,1,bad,13
"Stay away from this company, they will try slave you!",1,bad,10
I need to work in this company it is very good place to work,5,good,14
"1 year as a claims adjuster, 1 year as a BI adjuster",4,good,12
12hour shifts only work 36 hours 3 days a week,4,good,10
Good working place with a lot of opportunities to change roles,4,good,11
"Once you are able to get into the UM system, it is a great place to grow as you get a wide range of experience.",4,good,25
YMCA  isn't a place for you if you dont want drama.,2,bad,11
Not the best place to work at if its Shinhan Canada,1,bad,11
Not a great company to work for in San Antonio,2,bad,10
"I joined Google to innovate and change the world, but found such opportunities to be out of reach.",2,bad,18
"I'm a current employee, it's an OK job. Management is the problem",2,bad,12
It’s not bad but it’s a decent retail job,4,good,9
"Not apt for people seeking growth based on your capabilities, works if only you are very lucky",1,bad,17
Worst place to work for save yourself the headache,1,bad,9
This is the company for you if you thrive on efficiency and constant growth!,5,good,14
Good place for work with many things to learn,5,good,9
DON’T JOIN AT FINANCE TEAM – LOVE YOUR CAREER  :-),2,bad,10
You need to get into a good group/salary to start your job,2,bad,12
"A very successful company, but stuck using old methods with a serious lack of innovation",1,bad,15
Not As Good As It Looks On the Outside,1,bad,9
"If you like no customers, no sales, facebook all day, and no growth. Apply!",2,bad,14
Great place to build a Career. Very Rewarding and one of the few Employers that don't Require a Degree,4,good,19
Worked with a lot of great people - however absolute labyrinth of mixed messages and lack of focus,4,good,18
"My advice is a ""NO"" if you want to work here.",1,bad,11
Long hours and no consideration of life/work balance. A political place if you want to grow with the company,2,bad,19
You should be so lucky to be part of the GALE Family!,5,good,12
I have been working for quite some time and have had really great experience,4,good,14
"Great part time work, can be a great career if relocation is possible.",2,bad,13
"Only go to Teleperformance for the money, don't expect anything else",1,bad,11
Not a good company or fit for someone who wants  to advance,1,bad,12
"Little Job Security. Unless you don’t care about hurting others credit for personal gain, do not work here.",1,bad,18
"Excellent, a great place to make a career. As a lifestyle I would be less optimistic.",5,good,16
"horrible, management attempts to grind all employees down to dirt",1,bad,10
Providing quality of care while being on the cutting edge of a new healthcare industry.,5,good,15
A good starting job but not a good job for work/hime life balance,2,bad,13
Good place to work with fantastic benefits. Management needs better communication and they need less corporate rules,5,good,17
Iam working as Java Developer having prfile of Associate Consultant for retail and Direct banking,2,bad,15
Very enriching experiences and a nice place to grow.,4,good,9
The Greatest Aerospace Company building the premium Jets in the world!,5,good,11
"It was the best of times, it was the worst of times....it was the age of foolishness.....it was the winter of despair.",2,bad,22
Good but not for long term and Carreer development. Pay isn't great.,2,bad,12
"Good company to work if you get good support from manager, I was unlucky to get a bad manager.",4,good,19
A Restaurant equipment company that runs itself like a restaurant,1,bad,10
Great Line on Your Resume But Don't Plan to Make it Your Career!,2,bad,13
Great company to work for.. Lots of opportunities to grow,5,good,10
"Overall, great place to work! Your experience is largely boss dependent",4,good,11
MGTI : The IT function for Marsh McLennan is a Political Nightmare!,1,bad,12
As an sales representative and material handler for Nabisco I would stock shelves and make orders.,1,bad,16
"They pushed me too far, I eventually resigned like the others",2,bad,11
Strong team work and support with work balance and quality of life,4,good,12
Tremendous Learning experience in working with such an esteemed organization.,5,good,10
Like Being In A Turkish Prison Only Less Pleasant,1,bad,9
poor management and getting rid of staff after using,1,bad,9
"Read all the reviews, this many people can't be lying.",1,bad,10
"Great pay, but no work, life balance. Great for a single person with no family",1,bad,15
Construction is not suited for technology professionals - HP is no exception,2,bad,12
"Worst job I’ve ever had, this company only cares about money.",1,bad,11
"Worst job I’ve ever had, this company only cares about money.",1,bad,11
Ethical company with lots of room for job growth,5,good,9
"Confused management, Hasty and wrong people decisions, Slow Project decisions",2,bad,10
"Good experience for resume building, no growth potential, low pay",1,bad,10
"Good Company, Friendly Management, Work life balance can be improved",4,good,10
"Good work culture, good work-life balance, interesting work for software devs, friendly people.",5,good,13
"Great mandate and benefits, positive but at times frustrating",4,good,9
Great place to work if your in the right team,4,good,10
Company cares about customers and money than you the employee,1,bad,10
"Great place to start out at, not a long term career though.",4,good,12
Lots of work opportunity in terms of hours BUT negative culture,2,bad,11
"Toxic company culture. women are ""encouraged"" to wear heels every day.",2,bad,11
Lots of career path opportunities- they take care of their folks,5,good,11
constantly cut your hours and all team members are paid the same wage 5 days or 5 years,1,bad,18
"Great Company though has drifted from the ""HP Way""",4,good,9
Company has afforded me the opportunity to hone my skill sets to meet my goals and ambitions.,5,good,17
"Good Experiences, this business can continue to grow and inspire",4,good,10
Worst Managers ! Joining ADOBE GDC was my wrong decision,1,bad,10
good place for people who want to learn more about AI,4,good,11
Fast paced and always changing routines to find the best way,4,good,11
Cardinal Health... good company... steady pay... becoming more corporate by the day.,4,good,12
"Great place to learn, but I wouldn't wanna stay there",4,good,10
Great place to TO LEAVE... Don't believe 3.5 star rating,1,bad,10
Exciting and diverse job role that requires working several different and new functions every day.,4,good,15
"Very flexible, work at your own pace, no micro managing",5,good,10
Worst experience I've had in my career thus far,1,bad,9
Lots of Politics and Quality of Product is Going Downhill,2,bad,10
Tour Department is a trap - The rest of the Studio is great,2,bad,13
Hard work pays off but patience is a virtue.,4,good,9
Best to be avoided if other options are available,1,bad,9
"Promotion by seniority versus superiority perpetuates a culture of unintelligence, ignorance and ego.",1,bad,13
"Good to start, go somewhere else if you can find a better job",1,bad,13
"flexible schedule, but management is so bad. You do things that aren’t in your job description.",2,bad,16
Do the Work but don't expect to be paid.,1,bad,9
Good benefits but takes the life out of you,2,bad,9
"Company profits headed in the right direction, company morale - not so much.",2,bad,13
I have worked as a Avon Independent Sales Representative. I have worked and learned so much from the district managers.,4,good,20
IBM is brand and it works like a brand,5,good,9
A good company where you can learn good stuff of process,4,good,11
Poor internal communication.  Chaotic environment and lacks standard operating procedures,2,bad,10
Sucks the soul out of you run while you can,2,bad,10
Company tries to hold you by delaying Green card process,1,bad,10
It was a low-key environment that was incredibly friendly people and management,5,good,12
A hostile work environment and lack of regard for the law.,1,bad,11
"Great work environment, but seniority plays a large role in workplace.",4,good,11
"Good work culture, best management, very less compensation for new grads",4,good,11
Terrible management and poor work life balance. Will not recommend.,2,bad,10
"Great if you are a scientist, but not if you are in professional support in this matrixed, disjointed institution.",2,bad,19
"Wix is a great place, though low level management can be improved",5,good,12
"""The Very Best"" is lip service.  Show me the money is the new company motto!",1,bad,15
One of leading company which successfully respond to market changes,5,good,10
if you're young looking for a job good start,2,bad,9
Opportunity to work on many technologies to deliver a successful product to creative professionals,4,good,14
"Good company, but headcount can't keep up with growth",4,good,9
"Great job for college students, or people who night owls and enjoy working graveyard shifts.",4,good,15
Incredible onboarding and training process in an environment that focuses on personal and professional growth,5,good,15
"Great people, good upper management, and challenging work environment.",4,good,9
No work culture.fake commitments with employees. no value of old employees.,2,bad,11
The pay is good for the area. There's a lot of hardwork,5,good,12
Good place to start. Your value as an employee is in your hands almost quite literally.,4,good,16
Every thing depends on which team you will go,4,good,9
Excellent company to work for and benefits are outstanding.,5,good,9
Company has lost it's way.  Used to be a prime place to work.,1,bad,13
Good place to have a stable and comfortable career,4,good,9
Decent values and security but salary/bonus structure to be improved on compared to market,4,good,14
MBRDI - Worst company to work for in IT,1,bad,9
Its been a great experience working with EY for more than 5 years.,5,good,13
Wait until 2016+ to work for Schwans Home Service,1,bad,9
I experienced and fast-paced and customer oriented environment where the customer was like family and they came first.,4,good,18
Melbourne central hoyts - WORST JOB IN THE WORLD,1,bad,9
poorly run company that still depends on govenment funding,1,bad,9
One of the Best Federal Agencies to Work For,5,good,9
Best Job on Campus as a Full Time Student!,5,good,9
Big Company but depends on who your manager is,4,good,9
"Great Company to grow your skills, learn new businesses, and meet people from all over the world!",5,good,17
This would be my first time in this field of work I would love to advance with a career as a PCT.,5,good,22
Was a great career... until they did away with the position,5,good,11
Has it's ups and downs. Management is very shaky and turnover is high.,4,good,13
"A market leader offering the opportunity to innovate, still experiencing the challenges of building a new company.",4,good,17
My experience at Ford was extremely pleasant yet challenging.,5,good,9
Small Company that dreams of being a Big Company,1,bad,9
Great Company top work due to work culture. Its a median pay master,4,good,13
L'Oreal Way... my learning experience peaked after one year,2,bad,9
Good learning of Finance but comes with worst management,2,bad,9
Cotton On is a company  that helps community  regarding in  fashion and life style.,4,good,14
"#PeopleFirst is real: an exciting, dynamic and opportunity driven business",5,good,10
Bharti Airtel good brand for job working in india,5,good,9
Don't go there unless you like extremely high pressure sales and working 55-60 hours a week once you are on schedule.,1,bad,21
"good people and benefits, poor base pay for work load",4,good,10
"Challenging, forward-thinking work environment focused on the success of children",4,good,10
Great job is you have the patience for retail,4,good,9
Accommodating company that allows growth but does not actively encourage it.,4,good,11
Fun worked for 2 years only left because I thought the Navy could be better.,5,good,15
It's all good I am done my all assign targets very effectively and efficiently,5,good,14
Unsure of corporate identity - seems to change every six months.,1,bad,11
I don't expect GT to be around much longer.,2,bad,9
"Poor leadership, poor integration, poor communication, a sinking ship!",2,bad,9
"A Small ""Bootstrapped"" Company That Acts like a Corporate",1,bad,9
New store in Montreal prior to pandemic (quit March 2020),1,bad,10
"Good coworkers, helpful and friendly and a fairly decent place to work.",4,good,12
stay away unless desperate and in a pinch for work,2,bad,10
Been with Boeing for 29 years and have worked on some great projects,4,good,13
"32% approval rating for the CEO, there's you sign",1,bad,9
Won't Work Here If I Had to Choose Again,1,bad,9
It is a company that gives you ownership and several opportunities,4,good,11
Nice niche company and resume builder to land a more solid career track,2,bad,13
"If you want to relive junior high, Casey's is the place for you.",1,bad,13
Really great place to learn corporate culture and build valuable relationships.,4,good,11
If you join as a trainee they will not change your designation even if you perform well,4,good,17
The worst company I have ever worked. Steer clear.,1,bad,9
working at Cerner is all about which team you are working for,1,bad,12
You'll need to find an influencial mentor to succeed here...,1,bad,10
"Will burn you in the first chance they get,even if you’re a “valued” employee",2,bad,14
Very stressful environment and not made easier by poor management at my store.,2,bad,13
Supportive environment in a company that loves its customers,5,good,9
Think very carefully about your sanity before you apply,2,bad,9
Great company to work. With good work life balance.,5,good,9
Senior Management is pathetic! Not at all think about the employees unless and untill you are from IIT or IIM,2,bad,20
"I felt as if I was treated as a child, and never given the opportunity to do my job.",1,bad,19
"Review of Chinese teahing companies in general, not specifically Huijang",1,bad,10
Mostly a good company however needs to adjust the employee recognition system.,4,good,12
"Great company to work for, many international working opportunities",5,good,9
It was really hard. The work of 4 people and no support.,1,bad,12
I was promised something completely different when I was hired.,1,bad,10
"overall experience, preferbly for someone fresh in the field.",4,good,9
"Highly skilled SME with strong academic and professional experience in Securities Services , Custody & Asset Servicing,",5,good,17
"Great company to work, but definitely needs some improvement",4,good,9
Is a good company in terms of benefits and working as a fresher.,4,good,13
Review of being a statistics 221 teacher assistant at BYU,5,good,10
Great place with great people. Seems everyone wants to be part of the team!,5,good,14
Best company I've worked for in 10 years of retail...Just hit 1 year anniversary..,5,good,14
disptached are full of  favrosim when it come to disturbing the loads,1,bad,12
"great place to work, full of smart people dedicated to turning the company around",5,good,14
World class training and best Facilities are given here,5,good,9
"All they want is to grow bigger to look better to Wall Street, with little concern for how it will affect employees.",2,bad,22
Laid back and fun job if you don't mind folding clothing and angry customers,4,good,14
Just get your Gear and Get out... Guitar Center SUCKS! Too many cons to recommend!,1,bad,15
Manufacturing environment is horrible here...run don't walk away from here for engineers,2,bad,12
Good place to to work for freshers and Experienced,4,good,9
"Only care about Reservation, Power Up Rewards, and Money, not about employees",1,bad,12
The brand itself is about giving each guests a personalized experience.,4,good,11
Smaller Private Company that Hits Above it's Weight Class,5,good,9
"Overall a good employer, I've been proud to work here",5,good,10
"You definately will not get what you signed up for: salary, job responsibilities, even location",1,bad,15
There is no place for this master/slave mentality in america,2,bad,10
Frustrating due to utter lack of consistency from management in anything.,4,good,11
Work at Walsh is just that. Working... at Walsh,4,good,9
They take care of the Executives and not the Employees,1,bad,10
"Great Experience, worked with amazing people and learned a lot.",5,good,10
Solid place for part-time or being in between jobs,4,good,9
if you are not indian from the right cast is a waste of time for your career,1,bad,17
"Very good in some ways, not so great in others",4,good,10
"A great environment, but limited career advancement for most staff",4,good,10
"Good for a temporary job, no career path and management is against you",1,bad,13
"Fun and competitive, love doing makeup and coaching my team.",4,good,10
"Solid support structure, but can be difficult to move past entry level",4,good,12
Very frustrating place to work.  New policies are in one day and out the next for no reason.,1,bad,18
"We are the North Star in the financial industry, setting our standards high and shiner brighter than the rest",5,good,19
There is a genral acceptance of mediocrity in management and overhead functions to maintain the status quo.,2,bad,17
"Both many ways i have so many experience in professional Driving, marketing management, Refrigeration and Aircondition.",5,good,16
I feel too much was expected from you for such little pay.,2,bad,12
Hard to navigate.  Sometimes senseless.  But the company tries hard.,2,bad,10
Very racist company that have black people working in the support center and none in exec or leadership - And Im white!,1,bad,22
"It totally depends on your ""LUCK"" . If you are in bad project then your life will be hell",2,bad,19
"Not really what you would call meaningful work. Not as bad as shovelling horse manure, but doing that may pay more...",1,bad,21
"High Stress, Long hours and High Turnover - The trifecta!",1,bad,10
Ok to get started in a visual merchandising career,2,bad,9
one of the largest electrical power & machines engineering multinational companies,5,good,11
My experience as a sales counselor revealed the dishonesty that is used at this facility.,1,bad,15
Every day is a new challenge. Integration between systems and speed is key,5,good,13
Great open culture but still a lot of red tapes.,4,good,10
"Good work life balance, Great place to start your career.",4,good,10
"Dishonest about payment, which ruined an otherwise great experience",2,bad,9
"Tried giving a Zero star, but Glassdoor doesn't allow",1,bad,9
Knowledgeable Financial Associate specialized in Client Reporting and hands on experience in transitions team.,4,good,14
"Great place to learn, not enough room for growth",4,good,9
"If I had a dollar every time  I saw mistakes were being swept under the rug or fixed with a band aid, I'd be rich",1,bad,25
Demanding job with great employer that invests in its people,5,good,10
Tek is a wonderful place to be. I have learnt a lot within my short stay.,5,good,16
I would have never thought that working in rental car would be so much fun. Going to work is like a party everyday!!,5,good,23
Marketing Manager - You get out what you put in,5,good,10
"Great place to work, maybe the best I have ever worked.",5,good,11
The most innovative company to work for in India!,5,good,9
"Worst place to work,management and staff in main office are cut throat",1,bad,12
"Great company to work for based outside San Francisco.  Large family owned growing business without ""Corporate"" feel",4,good,17
"INSIDE SALES, WORST JOB OF MY LIFE. READ IF YOU ARE CONSIDERING A JOB IN HIGHLANDS RANCH, CO",1,bad,18
Very conscious of employee well being.  Respects work-life balance and also personal circumstances of individuals.,5,good,15
"Excellent company with a great broker, beautiful office, and lots of opportunities to make money.",5,good,15
"A fancy webpage, gobs of reading material, no real substance",2,bad,10
It is great but the pay is very less comparing to industry standards,4,good,13
A good company to work for but low packages,4,good,9
A best place to work with to satisfy your thirst of knowledge,5,good,12
"Worked with the company for 12 years, great experience",5,good,9
Great potential to feel satisfied in the workplace but senior management fall short,2,bad,13
"Limited Career opportunities, constantly changing methods, out of touch with the field",2,bad,12
"I did two different stunts at Starbucks, 10 years apart.",4,good,10
your manager never supportive you when QA send an error its ok but when you ask query to him he doesn’t help,2,bad,22
"Friendly, interesting work in a fast paced and enjoyable industry",5,good,10
It's a good company and Env is very good.,5,good,9
Exciting place to work with great opportunities for growth.,5,good,9
"Great company with great career opportunities , but it as its issues",4,good,12
"Use as a stepping stone, don't lay down roots here",2,bad,10
"Be prepared, the culture is not for the faint of heart",2,bad,11
"Good people, solid core business, top-notch CEO, ""meh"" upper leaders",4,good,10
It's a great website to apply for a job,5,good,9
Very tense environment. Preferences are 100%. If you are dark skin or hispanic do not expect anything,1,bad,17
It's all good until you get a bad manager,4,good,9
"Great Pharmacy outfit to work for, great people who allow you to excel.",5,good,13
"Over All good, only cons is very low salary",4,good,9
"Too much work, responsibility, and drama for the pay",2,bad,9
I suggest to opt for a better working place.,1,bad,9
"Absolutely flawless employment experience, from recruitment to everyday assignments!",5,good,9
Helping project finance with financial summaries and business case development,4,good,10
Typical retail where policies are in place but never in effect,2,bad,11
Interview and Hiring Experience has been great as fully remote team member so far,5,good,14
"Stressful, absolutely no room for growth, and no compensation from management in terms of pay or bonus for doing well",1,bad,20
"Great - good people, industry leading products/solutions, very good pay if you hit your numbers",5,good,15
A good place to get your foot in the door.,2,bad,10
A great company but bad management in the Philippines,1,bad,9
"lackluster and boring, an  atmospheric fog that engulfs everything and everyone",2,bad,11
Good working environment and all my team members are really friendly and helpful.,5,good,13
"The Team under which I worked was supportive, and the environment was chill.",4,good,13
This is a great company to work for.  They are very open to career development and advancement.,4,good,17
"I am very satisfied, thank you very much Robert Bosch GmbH",5,good,11
good company to work for career opportunity good structure,5,good,9
Stay away for your own good. You've been warned!,1,bad,9
"Lots of change and unfortunately, not for the better",2,bad,9
"No focal year, old tech stack, still using Java 6",1,bad,10
You're a patsy for a billionaire who's dismantling the company,2,bad,10
A terrible mistake and a stain on my resume for years to come...,1,bad,13
"Workforce analyst, working with crs,s schedules and watching compliance and eatching traffic coming in to center.",4,good,16
A terrible company for a grown person to work for any length of time.,1,bad,14
One of the best firms I have ever worked for!,5,good,10
Most unprofessional and dishonest company I have ever worked for.,1,bad,10
"Good place to work in, but now a days it also have impact of recession.",4,good,15
Deserves the recognition as one of the best colleges to work for!,5,good,12
An entry-level job where you could earn experience in Customer Service,2,bad,11
Was a great company to work for until it was sold to private foreign investors.,1,bad,15
Top tier operation with a long and strong fincial history. Countless opportunities for advancement.,5,good,14
Nice Company but Shoud Award People who Achieve Great Accomplishments,4,good,10
I worked at BMH for 40 years and I enjoyed it,5,good,11
Employee happiness always the last thing on their mind.,2,bad,9
"If I was to do it again, I wouldn't mind",4,good,10
If you are joining as fresher then its OK...or else don't join.,2,bad,12
"A lot of hard work, but pretty gratifying to work with competent people!",5,good,13
TIL lives upto its reputation and goodwill of 77 years.,5,good,10
"Motivating dynamic challenges, a balanced life  but very few promotion opportunities",5,good,11
It's good company but if you have good bosses....,2,bad,9
"At first i thought I could make a career out of working here but came to realize, i cant, especially financially",2,bad,21
Much Thing to learn as an Chinese bosses more emphasize to learn,4,good,12
My work experience at DNC has been very positive.,4,good,9
"Can't pay their Store Managers enough, the pressure is incredible",2,bad,10
Looks like Delta forgot emotional maturity above the wing,2,bad,9
A Good Company that a Family Person can depend on,4,good,10
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad,10
Way too conservative of a company that literally kills the fun,1,bad,11
Never Ever join this organisation. I repeat under no circumstances join this organization,1,bad,13
It’s filled a gap being a student but often made to feel like it’s a full-time process rather than part-time.,2,bad,20
"If you're not South Asian, you cannot be a manager at PayPal",1,bad,12
Good reviews on here are a hoax...don’t fall for it,1,bad,10
"Strong Telco Focus, excellent growth rate, cordial work culture",4,good,9
Take this opportunity if your are interested in sawmill operations,5,good,10
The positive happy atmosphere made my experience worth the time commitment,5,good,11
Interesting and fulfilling - was given the opportunity to learn new processes.,2,bad,12
"Better than no job, but not a good job",2,bad,9
"""SABRE=HIRING & FIRING"" Never go by HR or Mgmt words.Go with less Package atleast ur job is secure in other places.",1,bad,21
"Bullied and suffered harrassment, poor teaching and research quality",1,bad,9
Too many political scams going on in the background,1,bad,9
"Worked for 4 years, This is the good place to work & good opportunity for onshore",5,good,16
"It was nice working for 7 Eleven, my last boss Sherry was amazing and understanding. The best boss I ever had!",4,good,21
Good place to work for personal life but not career development,4,good,11
Not sure if genuine care for their employees or performative,2,bad,10
Dell is the best company I have ever worked for,5,good,10
Cisco is one of the best companies in the world to work. I have never met a single unhappy person at Cisco.,5,good,22
Pretty great job if you don’t get bored easily,5,good,9
"Always rooting for them, not confident it will change",2,bad,9
Sears Has Filed For Bankruptcy in US. Its a sinking Ship now.,2,bad,12
Great for high school students and that's about it.,2,bad,9
3 years selling inferior cars to customers expecting superior new car quality,1,bad,12
Working in pwc from last 10months in pwc near ulsoor lake,2,bad,11
It was great! I loved working for RF CUNY!,5,good,9
Place to accomplish your career aspiration and personal goals.,5,good,9
"So far, Best company I have ever worked for",5,good,9
Don't bother unless you like to be over worked and under paid,1,bad,12
Great place to work at... hard to move upwards,4,good,9
Definitely not the place I remember working for ('97- 2000) and loving.,2,bad,12
flexible work hours but not for a long term career,2,bad,10
A fabulous organisation ruined by weak leadership and poor decisions,2,bad,10
Evalueserve is a excellent company to work and make career in it.,5,good,12
"So much potential at SQ, but IT leadership is green",1,bad,10
Learn as much as you can and then leave,2,bad,9
Train your management team.  Bring the company into the modern age.,1,bad,11
"Very strange culture, great for free thinkers but not good for anyone who needs process, procedure and structure.",2,bad,18
There is no value for people and skills. There are several red tape process around here.,2,bad,16
I am a professional guy with sound Experience of 7 years in sales with Nestle India,5,good,16
Started out great but toward the end not so much...,2,bad,10
"Used to be a great place to work, but going downhill",2,bad,11
I had a great overall experience in working at American Eagle Outfitters,4,good,12
Too much work for the amount you get paid. Greedy Owner.,2,bad,11
"Employee friendly, customer focused and thriving culture of meritocracy.",5,good,9
"Worst job I’ve ever had, this company only cares about money.",1,bad,11
Wish I had never taken a job here--extremely high turn over,1,bad,11
Used to be a great company. IBM changed that quickly.,2,bad,10
"People are great, the work is... well public accounting",4,good,9
An employee Oriented company but you need to wait for your promotion,4,good,12
Go for this company if you don't have any passion or creativity,1,bad,12
Seen a transformation from a mediocre to good company to work for.,4,good,12
"Want the opportunity to impact change and be part of something special, Kareo is the place for you!",4,good,18
Strong Corporation with paid apprentice programs and good benefit package and 401K match.,2,bad,13
"Okay place to work, the landry's policies ruin it",4,good,9
"If you are experienced in the local area , be prepared for this environment.",1,bad,14
Good for knowledge as a fresher but not for salary,1,bad,10
"Very fast paced, work a lot of hours, you get to play with cars",4,good,14
T3 Energy Services is a great company to work for. We have grown since the acquisition and feel the future is going to b,4,good,24
14 years of rich experience in F&A field with 12+ yrs of exp in FP&A,4,good,15
Pursuing change without focus on customers and associates and its impact to the brand.,4,good,14
