text,label,label_text
Plenty of opportunity within the one firm; good culture,4,good
"Wonderful Company, Great Employee Development Programs, Prepare for Hard Work",5,good
I find Home Depot to be a very challenging place to work but in a postive way.  The issues we face require thought.,5,good
I had a customer who gave me commendations for helping them,5,good
"Good company, but headcount can't keep up with growth",4,good
Schlumberger going back in management policies what used to be 25 years back,4,good
It paid the bills and the job itself was OK,1,bad
Constant cost cutting - employees and clients are no longer a priority,2,bad
"There are worse places to work, but hopefully better places.",2,bad
One of the best organized companies considering the size.,4,good
"While Hopkins is fantastic, Dept of BME needs help.",4,good
Too many political scams going on in the background,1,bad
Just get your Gear and Get out... Guitar Center SUCKS! Too many cons to recommend!,1,bad
Once upon a time it was a good place to be,2,bad
I have been working at Eastman full time for 8 years mainly in the Engineering Department.,2,bad
"Really depends on the store, but can be a really toxic environment",2,bad
Need to muti-task and be willing to learn multiple depts.,2,bad
Great Place - could do with more trust in workplace,5,good
"Awful don’t work here  - cheap company, managers unprofessional",1,bad
"Even if you're a student and even if it's a part time job, I promise you can do (and deserve) better than Primark.",1,bad
Negative and toxic work environment who do not value employees.,1,bad
"Decent workplace, depends on the team you work with.",4,good
"To much work when you don't want it, too little when you do",2,bad
"No work life balance, low pay, no appreciation for employees",1,bad
Good Pay with Recognitions and Motivations by the Top Level Managements..  Opportunities for growth is quite flexible.,5,good
"Worst Place to Work due to few unprofessional and bad Person, but company is good.",1,bad
"Great people but lot of uncertainty with regard to Job, Cary location and more",1,bad
"To be better at Tennis, you have to play with a better Tennis player.",5,good
My mother always said work at lease one job in retail...,4,good
YMCA  isn't a place for you if you dont want drama.,2,bad
"Great pay, benefits, opportunity for growth! Lots of transition possible.",4,good
Great Company vision which most are now following from inclusivity to helping the community and their cloud strategy.,4,good
It's good for freshers but not good for the experience people.. also here no one is ready to listen to employees..,1,bad
Loved Fort Collins but the PhD program does not prepare you well for life post-graduate school,2,bad
Don't waste your time! I wish I can give a half star rating,1,bad
It’s not bad but it’s a decent retail job,4,good
Huge company with all pros and cons associated with this.,4,good
Cotton On is a company  that helps community  regarding in  fashion and life style.,4,good
Tower Techs is a great company to work for,5,good
Was once a good job but has really changed for the worst. It's hard to get motivated for work now.,1,bad
"Don't do it, they will bleed you out and throw you away!",1,bad
"Good for initial experience, and for the ability to say you've been to hell and back with a smile on your face",1,bad
Worked at the UCD Vet Med central services and Loved working there!,5,good
"Great company to work for based outside San Francisco.  Large family owned growing business without ""Corporate"" feel",4,good
Learn what to do (and more importantly what not to do) in software development,4,good
Postman with Delivery drive and Sunday callers office duties,5,good
A genuine work culture that has energetically embraced our new branding!!,5,good
Get a lot of exposure to different technologies in the market and design solutions for international clients.,5,good
"Worked for 4 years, This is the good place to work & good opportunity for onshore",5,good
"Good place to start your career if you’re in Italy, considering its positioning",4,good
Great for anyone wanting to get a jumpstart in life,4,good
Great place with a wonderful mission; to improve retail real estate in urban communities.,5,good
There are plenty of better places to work for a bank. Suntrust was a dark spot in my career,1,bad
A good company where you can learn good stuff of process,4,good
"It was fun while it lasted , a good first job",2,bad
Great place to gain experience in the grocery/customer service world,4,good
I have been working at Micron Technology full-time (Less than a year),5,good
Some of the best work I've had the opportunity to do.,4,good
"Great place to work, great team to work with, and great overall company values.",4,good
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad
I have worked with a diverse group of outstanding people.,5,good
The positive happy atmosphere made my experience worth the time commitment,5,good
Probably could have been a good place place to work if it was possible to get out of retail banking.,1,bad
Pretty great job if you don’t get bored easily,5,good
"AWESOME growing, creative company full of highly intelligent people",5,good
If you like to look at expensive things then you should work here,4,good
"Good starter job, but don't expect it to grow.",2,bad
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad
"its mcdonalds. it sucks, not a career its a job for desperation",1,bad
Great place to study and do your PhD research,4,good
"Very good in some ways, not so great in others",4,good
Not a bad place to start but dont stay!,2,bad
A good place to work. Great teams. University is supportive of employees and students.,4,good
good place to start your career but thats about it,2,bad
General Manager - Off Airport Operations for Arizona and New Mexico,5,good
Workplace culture may have been different before covid hit,2,bad
It is a south korian based company sattled in in inadia since 2005.,4,good
Should only be stepping stone to your career growth,2,bad
Organization is best only if you get good process,1,bad
"Good people with bad management.. Yep, we've seen that already.",2,bad
5 reasons to and 8 reasons not to work at Comcast,2,bad
It's OK if you don't join the Ops teams,2,bad
Sell everything to your customer even if they don't want it!,2,bad
"I work from 1981 to 1986 at GM Research Laboratories, building and designing computer automated engine test systems.",5,good
Senior Management is pathetic! Not at all think about the employees unless and untill you are from IIT or IIM,2,bad
"A very large organization with great benefits, exciting challenges and sometimes disfunctional responses.",4,good
Decent company to work for. They know where their strengths and weaknesses are.,1,bad
Good for teenagers who need a few bucks a week.,1,bad
"Great - good people, industry leading products/solutions, very good pay if you hit your numbers",5,good
"get a lot of pension experience in many ways, such as theory, operation and etc.",2,bad
"Do you have connection with big guys in Loblaws? If yes, then you are most welcome!!",1,bad
Upper management leads with conviction and pushes all teams to get better.,5,good
Great job for students trying to learn from successful people,5,good
Nice Company but Shoud Award People who Achieve Great Accomplishments,4,good
Re-inventing itself for better long term stability and growth,4,good
High stress long hours little time away from work for not nearly enough $,2,bad
hard work but if you can fit into the culture than you will be successful,2,bad
"Formerly Accretive Health, you can't put lipstick on a pig!",1,bad
"20+ years experience in software development, databases, and analysis.",4,good
"Great company to work for, Good team activities and Challenging environment for career seekers",5,good
"If you want to work without thinking much, this is the place, otherwise, you will get out with nothing",1,bad
DON’T JOIN AT FINANCE TEAM – LOVE YOUR CAREER  :-),2,bad
Marketing Manager Who Has Had the Joy Sucked Out,2,bad
For temporary work assignments these are a fantastic agency to work for,5,good
Great fun place  to be and friends turned family,5,good
Got to meet great co workers but regional and office management bad.,2,bad
"Cares about the people, but still a BIG company",4,good
Great place to develop leadership and experience things you would never do in a desk job.,4,good
"Company Not ""Buttoned Up"" and Struggling with its 2nd Act!",2,bad
Senior Management-CEO has hurt the company and employee morale. Just track the market share.,1,bad
"A good multinational company to work, with some caveats",4,good
i have been working in magicbricks as   a fresher,5,good
Not consider to be the world's best employer for bad RTO communication,1,bad
"If you're looking for a company with substance, opportunities and work-life balance, look elsewhere",2,bad
Lost it's way a shell only of what it was,1,bad
Its a great company to work from home for,5,good
Good organization for fresh grad engineers to learn and grow.,4,good
Broadcom is a great company but hyderabad networking software division does not fit into Broadcom culture,2,bad
Its a good company Where we can learn each step of organization,4,good
"Worked at Flagship (Herald Square), and it was HORRIBLE.",1,bad
"Good place to start, but not friendly to those with ""outside the box"" thinking.",2,bad
Great but be ready for a lot of frustration around internal tools,4,good
"This is only my experience, but it honestly sucked out my energy and affected the rest of my life.",1,bad
Don't plan for the long run. Hit it and quit it!,2,bad
Had more opportunities in career growth and learned many new technologies.,5,good
Not a bad job if you like to work hard,4,good
Great company with great benefits and opportunities to learn and growth,5,good
SFOT could one day be the place to be,2,bad
"Great in early years, but stressful in last couple of years.",2,bad
One of the worst places ever to work for,1,bad
Top management likes to play rather than improve teams,2,bad
"Worst job I’ve ever had, this company only cares about money.",1,bad
"I expected great things, but I should have known better.",1,bad
"I like working in Deutsche Bank, I like what I do.",4,good
If you join as a trainee they will not change your designation even if you perform well,4,good
It was a good job to have during college.,4,good
Ethical company with lots of room for job growth,5,good
Best company to start your career with and not to end with,4,good
the management trust you to be able to do what you think is the right thing/way to do something,4,good
DO NOT WORK FOR THIS COMPANY IT IS A SCAM,1,bad
Great place to build a Career. Very Rewarding and one of the few Employers that don't Require a Degree,4,good
Not fond of this company at all. Dated company and refuse to move with the times. Union environment,2,bad
"I personally really liked working for Bakers, and I liked the staff and management.",4,good
Plays politics and doesn't consider the health/safety of employees.,1,bad
"Great people, great benefits, great location, and happen to love my job",5,good
Great if you like technologies from the 20th century,2,bad
Worst Leadership (Offices of the US HR Shared Services  vendor & contractor Management,2,bad
Where do I even start? is there a negative 100 stars?,1,bad
I love my job as a nurse but had to work where I am,2,bad
"Overrall positive, nowhere else are junior leaders entrusted with so much power and responsibility.",4,good
"if you are stuck between here and flipping burgers, i would go flip burgers",1,bad
If you like to make upper management money at your expense....this is the place for you,2,bad
Have had a challenging and rewarding experience overall. Lots of opportunity for the initiated.,4,good
Company with good people and work culture but extremely bad work life balance,1,bad
"After 8 years of being paid top dollar, the only skills I used were those to get coffee and photocopy",2,bad
"Low stress, high quality of life, little opportunity for advancement",4,good
"Great place to grow, learn, and build a career.",4,good
"I love to be a VM since the job is really exciting, fun and it brings daily challenges as well a way to be creative.",5,good
This is a Dangerous Place for Women in STEM to Work,1,bad
So much potential but a changing of the executive guard needs to take place to realize it,2,bad
"If you enjoy writing legacy code, this is the place for you",2,bad
"great work life balance, opportunities open to those who want to explore and take initiative",4,good
Expect to work long hours doing monotonous tasks for low pay and slow advancement,2,bad
I’ve an experience in Travel and Tourism field of about 9 years,5,good
Higher starting salaries than other industries but overall not worth it,2,bad
Good work environment with lots of opportunity to be promoted.,5,good
"THE BOSS of Atos has been awarded a £280,000 pay rise after his firm but we have to take time off without pay",1,bad
The most innovative company to work for in India!,5,good
"Excellent people, everyone motivates everyone else. The company events are awesome",5,good
One of the best fast food places to work,5,good
"You will see things that many people will not, in one lifetime!",5,good
Every thing depends on which team you will go,4,good
"I work the front desk, making copies, assisting with miscellaneous duties.",5,good
I handle various IT problems and do tech support for professors.,5,good
"A good window into the world of HR, but it's extremely limited.",2,bad
Great place for the right type of person. Definitely not for everyone.,4,good
"I've never worked for a company that has valued my experience, health, family and personal goals the Humana does.",5,good
"Good for families, not great if individual in maintenance",2,bad
Long hours and no consideration of life/work balance. A political place if you want to grow with the company,2,bad
Stay away for your own good. You've been warned!,1,bad
Can be a fun job except for the micromanagement,1,bad
Only do it for the money not your sanity,1,bad
Great for a short term start to your career,4,good
Absolutely focussed on themselves with no thought given to employees,1,bad
"Worked there for many years...their ""values"" for the employees are gone",2,bad
There is no learning growth and hence no career growth. Expect development for testing also mostly copy paste will b use,1,bad
"Overall a good employer, I've been proud to work here",5,good
"Benefits are great, salary is poor, and as a research tech, you will never get anywhere.",2,bad
"If I was to do it again, I wouldn't mind",4,good
FLIR employees have a commitment to deliver excellence for all stakeholders.,5,good
I walked new students to class on line including speaking to them by telephone while they opened up their new laptop.,1,bad
Great Benifits just wish they would follow global policy,4,good
Laid back atmosphere where nobody was very serious about their careers.,2,bad
The company was MUCH better before bought by RR Donnelley,1,bad
Support a good cause and get paid while doing so,5,good
A business where you go to work. Tough but rewarding.,5,good
"Good starter company for pharma, too many ""me too"" products.",2,bad
A reasonable place to work with good opportuniities for advancement,4,good
Dont expect a life if you work for disney,1,bad
"lackluster and boring, an  atmospheric fog that engulfs everything and everyone",2,bad
"Challenging position for SR, due to paperwork process and guidelines by medicare.",2,bad
They take care of the Executives and not the Employees,1,bad
"Not good company for contractors, infact waste for contractors",1,bad
"The mech dept is not so good, culture is very bad, if ur techincal knowledge is good learning is also not at par",2,bad
Believe what the majority of other employees are saying...,1,bad
I did not have a good experience while I worked there.,1,bad
"Good for building experience, hard to see myself here long term.",2,bad
High school and full time student managers. ChickFilA in Oxford MS was one of the worst experiences of my life!,1,bad
Honest top-heavy company that seems to care about it's employees.,4,good
Nothing too specific. Management does not entertain any of your concerns,1,bad
"Was good at first, then you get sucked into drama that has no place being at the work place.",1,bad
Great place for long-term employment not stressed about promoting,5,good
This is a great place to work for upper management,4,good
Draper is a company that cares about its employees and has a good mix of academia and industry.,5,good
"Great company to work for, plenty of room to grow",4,good
"My co-workers are one reason I have stayed at this job, they are great",2,bad
Great place to work for engineers. Why didn't I think of working on the beach sooner?,5,good
A great place to to work if you are straight our of college or need an entry level position,2,bad
DXC's leaders are transforming this company into something great!,5,good
"Great place for young people to grow, a little more harder for mature professionals.",4,good
"Gap has a great environment to work at, shame the salary is so low.",5,good
Values are demonstrated in the way the company operates and interacts with stakeholders.,5,good
Amazing benefits and resources but current budgetary crisis is worrying,4,good
They treat you like an independent contractor and pay you as an hourly worker. No money paid back,2,bad
Can do much better with some work life balance,2,bad
"Great company, processes and most importantly great people to work with!",4,good
Warren Buffet and Mark Donegan are the greediest ever!  EBIT and Profit rule,2,bad
Don't apply unless you're a total screwup or just looking for a quick buck,1,bad
"Ethical, listens to employees, but hard to move up",4,good
Working for Roses in Charlotte North Carolina is a job where u will be over worked and DEFINITELY UNDER PAIED.,2,bad
Great company that cares for employees and encourages career development,5,good
"Totally stressed, micromanaged. Take your life and spit it out. They make 20 x more than we do.",1,bad
I was great due to the people you get to work with,4,good
Best place to work if you need work-life balance.,5,good
I MADE BANK BUT LOST MY DIGNITY AND SOUL,2,bad
"No Structure. No discipline. No money, No support. Nobody cares. Zero positive morale..",1,bad
"The job was great loved the people that I worked would love to return back with the Company,Great pay rate",5,good
The best company that I have ever worked for,5,good
Work at home Depot I was able to enhance and add to my skills,5,good
The CEO  sold his soul to the fast capitalism devil,1,bad
Working with very driven and motivated people has made my experience working there great.,5,good
Taking from the workers to give to the share holders.,2,bad
"Great place pick up a BMW, not so much for employment",1,bad
Good place for clock-watchers who have no career goals,2,bad
"The company is a great  employer but the management is in the rut, not having farsightedness or business acumen.",4,good
Chandigarh University is one of the best universiity of India with NAAC A+ .,5,good
Panda express always puts people first. The company focus on people development on a personal level as well as professio,5,good
I recommend working professionals to pursue their career with QualityKiosk for better learnings & Upscaling.,5,good
Attractive technological environment with a lot of bureaucracy in methodology of development.,2,bad
Review of being a statistics 221 teacher assistant at BYU,5,good
Everyone is treated like robots with low salaries. No community at all,1,bad
"High Turnover, Long Hours, Difficult work with very low pay.",2,bad
Rooms To Go Macon Ga desperately needs to hire/train more adequate management,4,good
"No career advancement, poor pay, flexible work time, uninteresting work",2,bad
It's not just work it's life and life is good.,5,good
"An absolute cluster!! No help, no product, no direction. Run!!",1,bad
If you have a family or a mental health disability run from this place.,1,bad
"Not an employee friendly place, at least in Technology Advisory",2,bad
"Great place to work, maybe the best I have ever worked.",5,good
Good place to start. Your value as an employee is in your hands almost quite literally.,4,good
Assessment of work circumstances before shutdown of Inland Empire location,4,good
"Fun place to work, but occasionally a bit hectic.",4,good
A real MBA on top of the theoretical MBA,5,good
You do NOT want to work here (no kidding),1,bad
Interview and Hiring Experience has been great as fully remote team member so far,5,good
Great place to work if you enjoy being overworked unappreciated and and underpaid!,1,bad
"Great kids, good support, but sometimes business trumps education",4,good
Avid has had multiple chances to lead the market and for many reasons is now fighting for survival.,1,bad
University of Rochester is a great place to work,4,good
""" It's like a bad relationship you know you can do better, but you're so used to the way things are.""",2,bad
"Great place to work, great life - job balance, they worried about employees, HP Way works.",5,good
Etsy is exactly what you think ... an A++ place to work.,5,good
"Being micromanaged like crazy, working with a bunch of highschool kids, it sucked.",1,bad
TA/GRA positions come w/ significant benefits at the cost of extending school,4,good
"Worst job I’ve ever had, this company only cares about money.",1,bad
I experienced so much growth and learned so much.,5,good
Do the Work but don't expect to be paid.,1,bad
Good opportunity to work in FP&A at a Fortune 500 company.,5,good
It was really very good Company for all fresher as well as experinced,5,good
Salary info was entered.. not the company pros or cons,4,good
Very fair organization system but that doesn't guarantee fairness but needa to review the process of employee evaluation,4,good
"They buy out companies and let employees go all the time.  If you want job security, this would not be the place to be.",1,bad
"Great start for out of high school, but don't end it here",2,bad
"Old-age Home with stone age values and B.C. work processes yet leading ""Advertising Firm""",1,bad
"Highly skilled SME with strong academic and professional experience in Securities Services , Custody & Asset Servicing,",5,good
Poor at best. CEO knows less than people working in the warehouse,2,bad
The Best Company I have ever worked with in my entire career,5,good
Didn't want to tell me I wasn't needed anymore,1,bad
"Management is horrible, a certain female assistant manager is not a very pleasant person to work with.",1,bad
Majority of leadership team are incompetent swindlers.  Most of what is advertised about the company is a lie.,1,bad
"Great Company to grow your skills, learn new businesses, and meet people from all over the world!",5,good
"Although advancement is possible, they do require you to meet goals that are sometimes impossible.",4,good
Pay does not reflect the workload expected of workers.,2,bad
"my experience working here horrible, usually i put my two weeks in quitting but i just quit it was not good",1,bad
"If you know what you want you can get there, but it's not cherry picking",4,good
"Very bad experience, the worst company I have ever seen",1,bad
"Last Good Thing was Joel left, but he forgot to shut off the lights",2,bad
Surely not the best place to work at (Its a myth),1,bad
Poor internal communication.  Chaotic environment and lacks standard operating procedures,2,bad
4 managers to manage a team of 8 people,2,bad
My experience was not good. The management team brings you in quickly and then pushes you out.,2,bad
"Overall, it was an enjoyable experience, and I met several truly fantastic people in our office.",4,good
"It totally depends on your ""LUCK"" . If you are in bad project then your life will be hell",2,bad
A decent first job but not place to grow,2,bad
Find somewhere else to work if you value yourself,1,bad
Providing quality of care while being on the cutting edge of a new healthcare industry.,5,good
All image and prior reputation. reality is a dismal let down,1,bad
"Great place, good people, but a few bad apples",5,good
Not the best place to work at if its Shinhan Canada,1,bad
"Review of Chinese teahing companies in general, not specifically Huijang",1,bad
Everything I thought working at a gym would be like,4,good
"Started out great, not so great after 5 years.",2,bad
It's one of the best companies to work with.,5,good
"This company strives for Ecellence in Employee, Customer, Safety and great benefits too",5,good
Use to be a GREAT place to work but not so much any more.....,2,bad
"Good salary, bad management, needs to move with the times",1,bad
Frog in a well. Thinks that Malaysia is the centre of the world. Complacent due to lack of exposure to foreign banks,1,bad
Accept a Job Offer With the TSA If You Want To Be Treated As a Second Class Citizen,1,bad
This company employees are very honest laborious and helpful about the crew,2,bad
"Good to start, go somewhere else if you can find a better job",1,bad
Comparatively a very good company but not the same company Bill and Dave envisioned,4,good
Good Company to work with - Great Learning and Less Perks.,4,good
Excellent Company & Tremendous Growth over the past 10 years,5,good
This is a great company that offers great pay and benefits.,4,good
Great Place to work....now the guard just has to change,4,good
This is NOT a Scam! (although many reviews might say otherwise),5,good
Morale is as low as I have seen in 18 years.,1,bad
I have worked part time here for almost two years.,2,bad
This is from the perspective of a work-study student. Wash U's FWS program is great because the hours are flexible.,4,good
"It’s mix of everything good work hours, nice work culture & industry standard pay",4,good
Experience working as security engineer in NTT Indonesia Technology,1,bad
Great Line on Your Resume But Don't Plan to Make it Your Career!,2,bad
"Could be great as an external hire, not a great place to grow.",2,bad
A lot of work for any person to take on,2,bad
The work was interesting but the strictness and lack of growth made it stressful,2,bad
"The bar is set to ""Mediocrity""  (psecific to the IT department)",1,bad
The Corporate stores have figured out how to sell wireless....,1,bad
"Leading the Sales Force team to achieve the best results.
Recruit, train and develop competencies.",4,good
Best only as a stepping stone to other opportunities,2,bad
"If you don't have thick skin, don't work here.",1,bad
Great place to work with an awesome team atmosphere,5,good
Horrible Place to work - only do it if you have NO choice.........,1,bad
Driver Helper Position pays well and is Pretty Okay,4,good
Been there for over 10 years because of the great people,4,good
"Genpact  is the company for those who love to learn new things,gain knowledge,explore his/herself.",5,good
"Good place to work, but rapidly losing its innovative edge, and the small company atmosphere",4,good
Pay consistently wrong and lack of care for staff,1,bad
Great company to work for and a wonderful opportunity to further your interpersonal skills.,5,good
The worst professional experience of my 20-year career - hands down,1,bad
Needs editing * bad experience & want to spread awareness ,1,bad
Its a very satisfying job if you want to career in communication industry.,4,good
"While it was better about 10 years ago, its still a good place to work.",5,good
"You won't get rich working at an airline, but you get great benefits",5,good
"WD is a great survivor and a very successful, financially sound company",5,good
ABC gives me the tools i need to advance,4,good
Take tuition fee from the employees to train them !,2,bad
You'll want to get out as fast as possible,2,bad
Not a Good Company Go elsewhere if you can.,1,bad
"Great experience, learned a lot about customer service, teamwork, and communication.",5,good
I feel very fortunate to have ended up here,4,good
Think long and hard before heading into the land of the unaccountable,2,bad
Don't let them suck you in with there fake smiles and comcast is a family statements,1,bad
Started strong but the season that Michael is orchestrating has put pressure on the balance sheet,2,bad
Good place to be if the crew is good,4,good
I had a very good time in this job,4,good
"Very good and stable company to work for, cared about its employees",4,good
Very Bad Experience in Content Regulation or S&P Team,1,bad
It’s filled a gap being a student but often made to feel like it’s a full-time process rather than part-time.,2,bad
It's a great website to apply for a job,5,good
"Boring, slow paced job in a dying department store",1,bad
"Great Place to Work, Tons of Room to Advance",5,good
I am more and more unhappy about CompuCom everyday.  The stress is unbelievable.,1,bad
Solid place for part-time or being in between jobs,4,good
A Restaurant equipment company that runs itself like a restaurant,1,bad
"Top of the line AP, but we are slipping",4,good
"Exciting place to work, forward thinking employer with smart driven minds.",5,good
I believe it was the best job for what it was.,4,good
"Good Experiences, this business can continue to grow and inspire",4,good
A good place to work that is losing perks regularly.,4,good
The grass is not always greener - you'll only know how good it is when you leave,5,good
My experience has been positive but the compensation package is below market.,4,good
The Air Force is a great service to work in!,5,good
I would have to say that my experience working there left a lot to be desired.,1,bad
Great place to work while in college or HS,5,good
"Employment at CDW Canada has been rewarding. The environment is collaborative, strategic, and focused on execution.",4,good
A place with potential but managed by incompetent people,1,bad
good start to your carrier - move on whenever you can,2,bad
"If I could give it one star, I would",1,bad
Great company overall but challenging leadership change in the recent year,5,good
A great firm to work with - CRISIL Ltd.,5,good
"Not a good option, if you are a developer",2,bad
Lots of very comfortable and lazy people at the top who keep the rest of us down.,1,bad
A once great place to work that has become a complete joke.,1,bad
Good but your experience depends on the team and your manager,2,bad
"Amazing past! one of the key innovator & best product of interactive television
Nagra SVP leadership is a disaster...",2,bad
The Coca-Cola Company is not a very progressive company.,2,bad
"New United employees are hopeful, I've been there 25 yrs",1,bad
Generally well run business within the UK and Europe,5,good
Good company to learn from. Part of the compensation is lower than the competition.,4,good
"Pay is good, work is meaningful, Management is eccentric at times.",4,good
"Very happy here, unless required to go to office several days a week",5,good
Motivated by buying out smaller banks rather focusing on Teammate engagement/Customer retention,1,bad
Good culture depending on which team you are in,4,good
Triumph Company has increased profits while taking away from workers.,2,bad
Beware of this company - not to be recommended as an employer!,1,bad
"Not that great a company, good for 2nd/3rd tier colleges",2,bad
"Great company, but salaries in Global Order Ops need to increase",4,good
"No appreciation of a hard work, no career advancement opportunities...",2,bad
The LA office used to be a great company to work at.,1,bad
"Great pay, but work experience depends on your client.",5,good
Great place to collaborate and work as a team,5,good
"good people and benefits, poor base pay for work load",4,good
"A not so great place, especially if you come from an acquired company",2,bad
Decent but could use some work in major areas,2,bad
"Company great, new managers are more into politics and favouritism",5,good
Working at the largest phamaceutical generic company in Canada,4,good
"Sorry to see the comapny downsizing, but loved to work there.",4,good
Avoid working here unless you don't need much money.,1,bad
One of the worst companies I have  worked for,1,bad
Great place to work for if you don't want to transfer,4,good
"I had a great experience with the Navy, I advanced very quick until they terminated me mid contract for no reason",2,bad
Awesome working culture where we can balance both professional and personal life,4,good
I was interviewed and was told information about the job which is vastly different from what is currently occuring,1,bad
"A lot of upside potential with our R&D portfolio, hope we don't blow it.",4,good
"A lot of interesting work, but hard to make a dent....",4,good
great company who is a leader in clothing retail,5,good
"If you're not South Asian, you cannot be a manager at PayPal",1,bad
Review what their company stock has done in the past 5 years,1,bad
Poor leadership and lack of career development opportunities if not an attorney,1,bad
A soul-sucker where management does not care about you- potential for upward mobility is greatly almost non existent,2,bad
"Great creative company, upper management could use a lot of help.",2,bad
"Sogeti UK offers a real oportunity to make a real difference, and work with really lovely people.",5,good
I am a current employee at the LaPorte Kmart,4,good
if you're young looking for a job good start,2,bad
"It excellent working with RIL. with working in many group companies, we can increase our knowledge base.",5,good
"MSGD-MGSI not a Microsoft culture, its like any average service company.",2,bad
Handling suppliers in west coast with FAI source surveillance and support,2,bad
My experience at Ford was extremely pleasant yet challenging.,5,good
Great Management team who are the best in the industry,4,good
Company tries to hold you by delaying Green card process,1,bad
Unsure of corporate identity - seems to change every six months.,1,bad
No clear company direction with a very poor management team,1,bad
Lack of true leadership is responsible for the poor culture,1,bad
Feels great & secure to be a part of the Organization,5,good
Cisco : the best place to work in .,5,good
Good Place to work at the beginning of your career,4,good
Horrible . Worst place I’ve ever worked . Would never recommend it to anyone .,1,bad
I have been working at GlobalLogic  full-time (More than 3 years),5,good
"Never Join EXFO, Worst Company i have seen in my carrer",1,bad
Great caring company with good opportunities to develop your career,4,good
Goodman has been a great experience as an engineering intern. I would be willing to work for them after graduation.,4,good
"Above averages wages, good equipment, fairly laid back environment.",4,good
Its not as good as they make it seem in orientation,2,bad
Great place to work keeping work and life balance,5,good
Great Company with many opportunities to work in varies levels,4,good
Tremendous potential not realized as the rest of Asia moves forward.,2,bad
I'm an senior software engineer in TechMahindra and working here since 4 years.,4,good
Was once the place to work as a pharmacist....not anymore,2,bad
Decent pay and benefits but very boring and tiring,2,bad
Pretty much the same as any other AV company.,2,bad
"It's what you make of it, if you put in a lot of effort you can, (notice I didn't say will) get a lot out of it.",5,good
"Horrible Management, and needs respect their clients and employees.",1,bad
The company culture as well as the excellent development opportunities have made this a great place to start my career.,5,good
"I have been working at Japan Tobacco International  Pros  Flexibility, lot of options to explore, stability, good team",5,good
Troubling times (2020) but other wise good place to work,4,good
ALDI is a great place to work and grow!,5,good
Lots of potential for learning at expense of work-life balance,4,good
One main was awesome until spring leaf bought them out. Horrible place to work now.,1,bad
One of thee most stable companies I’ve been with & still going strong!,5,good
It's not what you know but who you know,1,bad
Seems to be no light at the end of the tunnel,1,bad
Not what you are told during the interview process,2,bad
C&B strives to bring out the best in their employees.  Essential training is provided by knowledgeable staff.,4,good
A great place for students to earn extra cash,5,good
Good company with lots of politics among senior management,2,bad
I think this company it trying to sell out to T Moblie.,1,bad
"Great co workers ,racist managers an hostile place of work",1,bad
First Aid & Fire Division: great Company to build credibility,4,good
A friendly and supportive environment to work in. It is well managed and organized..,5,good
"Look elsewhere, where you come to end your career",1,bad
Go for this company if you don't have any passion or creativity,1,bad
"My experience at Bank of America was educational, encouraging and fulfilling.",5,good
Great place to work if you are a full time,1,bad
A good place to make money but not the best place to stay.,1,bad
Nice place to work -depends on the team you get,4,good
"Proceed with Caution (Finance and Accounting, Randstad Professionals in Irvine, CA)",1,bad
I could not be having a better work experience than the one I am having at Pearson.,4,good
"Enjoyable experience, with excellent compensation and benefits for an intern.",4,good
If you want to hate your life go for it,2,bad
"Good place to work, Nice benefits, Painfully slow pace",4,good
Sprint (Don't Run or Walk) As Fast As You Possibly Can Away From This Company,1,bad
It was just a job and a paycheck. Management is not interested in your career.,2,bad
Poor management who expect you to wait around after your shift ends,1,bad
"Good company, because every thing went well for me",4,good
great place to work if you don't value yourself as a person,2,bad
Used to be innovative but lost their heart & soul,2,bad
"Almost as good as academia, but with harder field work",4,good
They don’t really care about you so take care of yourself,1,bad
Great place to work at... hard to move upwards,4,good
MBA Finance wit 1 year experience at JP Morgan Chase,5,good
"Glad I worked there, but I wouldn't go back",2,bad
Not a great experience left for 4 weeks no training .Products i tried as samples dried my skin out.Low pay for graft.,2,bad
Pimpin Ain't Easy But Somebody Got To Do It.,1,bad
Only good part of the job is your coworkers.,1,bad
"Lead Associate, Project Manager, managing others and leading projects.",5,good
"Great team, work environment and fulfilling job scope...just add personal commitment and zest!",4,good
Why didn't I do this earlier in my career?,5,good
"Dishonest HR, self promoting upper management, no genuine recognition of deserving employees",2,bad
"I just got a new job and have three days left working in this MCcraphole, hated working here.",2,bad
My experience at Hermes was terrible for only one reason - the store director.,1,bad
Okay place to be if you have good coworkers,2,bad
Not the best!  Anyone says anytbing negative about u whether it's true or not and your new ...you get in trouble.,1,bad
"Excellent, a great place to make a career. As a lifestyle I would be less optimistic.",5,good
No future opportunity for this  job in India. Dissatisfied to the core.,1,bad
"Good place to grow, but slow moving and lots of politics",4,good
Supported 3 CAMs in dealing with client's day to day banking and cash management needs.,4,good
CVS only cares about metrics and will micromanage you to make those numbers look good.,2,bad
Awesome place to work no matter how old you are! Cashier!,5,good
Would only recommend as a stop-gap until a better job can be found.,2,bad
More bureaucracy than you can imagine in your worst nightmare,2,bad
"If youre interested in retail, work somewhere else besides here",2,bad
"Love the job, and the industry. Hate this company.",2,bad
I have worked for Walgreens for over a decade.,2,bad
