text,label,label_text,text_length
Dell is becoming inovative rather than just an efficient assembler of hardware. Need to move faster. BOLD & DISRUPTIVE.,4,good,19
Nike offers a good work-life balance,4,good,6
Senior engineer developed the mobile phones.,4,good,6
Good place to work. Performance based.,4,good,6
"Good, if you're ready to work hard",4,good,7
Family company that looks after you,5,good,6
Credico is a truly supportive company with lots of opportunities.,5,good,10
"Great company and benefits, too much bureaucracy",4,good,7
Should admit that I worked in the Ukrainian dealer of VW Group,5,good,12
"My experience at Insight Global has been eye-opening, challenging, enriching, and fullfilling. I couldn't be happier!",5,good,16
It was ok.  Like all business do more with less,4,good,10
Good company with a learning culture,5,good,6
Good company but seems to be losing its way,4,good,9
"Good company, great people, short hours",4,good,6
"If you are not so ambitious and prefer to have job stability, this is the place.",4,good,16
"Great place to work, long hours",4,good,6
Excellent coding curriculum and flexible WFH experience,5,good,7
Good pay yet can be a confusing job,4,good,8
It is what you make it,4,good,6
Work here and joy the life,5,good,6
"Reliable company, always willing to help.",4,good,6
One of The better fast food jobs,4,good,7
Good to start this company as a fresher as we have better learning platform,5,good,14
Best company for learning & upgrade your skills,5,good,8
Very Nice environment to work in!,5,good,6
Great hidden gem of a large organization in RTP,4,good,9
"Everything is very slow there, otherwise great place to work",4,good,10
Very good company to work for,5,good,6
"Great place to be a developer, or at least it was before Covid.",4,good,13
Learned a lot. Rotated through many roles.,4,good,7
So far great love putting people to work.,5,good,8
"Work Hard, Have Fun, and Make A History",5,good,8
Great company to work and develop a career.,5,good,8
A good company to work for,4,good,6
Loved the team I work at,4,good,6
What I like about working at Gosnold,5,good,7
Great Tiem to Join A Growing Company,5,good,7
Great weather and comfortable working environment,5,good,6
Best place to work in E&C business,4,good,7
Learning how the people behind the scenes work,4,good,8
I have been working at Frontline for seven years,5,good,9
Solid Salesforce community & Employee Centric work Environment,5,good,8
Great organization! Full of freedom and opportuinities.,5,good,7
Great place for students to work and network,4,good,8
my experience at the block is always awesome,5,good,8
Best place to work and had an experience with different client,5,good,11
Good Opportunity to Gain Sales Skills,4,good,6
It has been a journey  discovery.,4,good,6
Real Sales role that helps head coaches and program directors raise money and recognize branding awareness.,5,good,16
MGH is a great place to work,4,good,7
I can't imagine working anywhere else!!,5,good,6
Great pay and benefits. Hours and team structure can be difficult,4,good,11
Senior Engineer (Database) at AstraZeneca India Pvt. ltd.,4,good,8
The best company to work and develop your full potential,5,good,10
I worked at GET Group full-time,4,good,6
NIU is good for international students who require some financial help,4,good,11
"good working environment, nice clean office, professional atmosphere",4,good,8
Amazing work environment / good team,5,good,6
Solid firm - big 4 experience without the pressure,5,good,9
"Love this company who stick to their values, constantly innovate & embrace change",5,good,13
I learned a lot through the ACE program,4,good,8
"Great ""first job"" for recent grads to gain invaluable experience",5,good,10
Great place to grow and develop your career,5,good,8
best place to work for your first job and continue,5,good,10
Don't Let this opportunity slip away,5,good,6
Great place to start engineering career.,4,good,6
"Fast pace, but great work-life balance",5,good,6
A place to gain managemnt skills,4,good,6
"Good, but asks too much for minimum wage.",4,good,8
Deloitte gave many opportunities to youngsters,4,good,6
One  of the best places to grow personally and professionally,5,good,10
Very good employer to work for,4,good,6
I like that they’re willing to work with your schedule,4,good,10
"I've been here for about 7 years, and I love this institution",5,good,12
Great brand with lots of changes,4,good,6
High Paying Job for people with no qualifications,4,good,8
Not quite what everyone tells you,4,good,6
Great company to build a career,4,good,6
"Big company opportunities, mgt structure changing all the time, extensive infrastructure",4,good,11
Company that believes in staying involved with the community,5,good,9
Pay wasn’t far off the sales team pay,5,good,8
"Awesome place to work, great people and management",4,good,8
One of the best companies I have ever worked in,5,good,10
good pay and job flexibility in student job,4,good,8
"Great company to work for! Right values, thoughtful leadership and a real industry leader.",5,good,14
My 1st love is medical coding and Billing!,4,good,8
Great scheme that introduces you into the business.,4,good,8
"The utmost collegial company with pros & cons, but overall a great company",5,good,13
Avon has been life changing for me,5,good,7
Great place to work! However breaks are SHORT,4,good,8
good place to get initial experience,4,good,6
"Great enviroment, many projects, professional evolution",5,good,6
One of the best companies to work for,5,good,8
Great company for advancement from within,4,good,6
An eye opening expirience that will over prepare you to handle stress,5,good,12
Was my dream job until we got terminated,4,good,8
A good bank to work with,5,good,6
"Great work / life balance, interesting technologies",4,good,7
JTI is one of only 11 'Global Top Employers',5,good,9
work with different businesses across the US.,4,good,7
Real-Time Experience (Lucky to be a part),5,good,7
Good place for work life balance,4,good,6
Raytheon is a good place to work at.,4,good,8
Engineer department is great. All are very intelligent individuals that work well together.,5,good,13
"Tightly run ship, Runs well with good management.",4,good,8
"If you can make it here, you can make it anywhere",4,good,11
they ae great to work for,4,good,6
Job is satisfied need to handle all Rooms on daily basis,4,good,11
School of Education has well funded PhD program,5,good,8
"Navy review, great start to career",4,good,6
"Okay company, but could do better",4,good,6
"Great Company, Know Why You're Staying",4,good,6
Nice people good compensation hard work,4,good,6
Great place to work for engineers,5,good,6
Great place to learn and grow,5,good,6
Greatest experience in the laboral world,5,good,6
"Great Rewards, great internal promotion prospects",4,good,6
Excellent On Boarding and company to work for,5,good,8
One of the best software companies in Egypt,5,good,8
"Great and secure job, for now",4,good,6
"Not for everyone, but a great career",4,good,7
Morgan Stanley - Top of the Pack,4,good,7
"Good salary, benefits, but no job security.",4,good,7
Good company for short term income,4,good,6
Layback company with little growth without connection,4,good,7
Siemens is a good company to Start & End your career,4,good,11
To secure that NPD delivers a product that is verified & aligned,4,good,12
Works as a UI Developer using React js,4,good,8
Good place for people if you can work OT,4,good,9
Good Company - Challenging time in Aerospace,4,good,7
"If you have a good team, it's great.",5,good,8
Best school district to work for anywhere,5,good,7
Good chance of getting a career boost.,5,good,7
Well it was a good job,4,good,6
"Great people and benefits, HR needs improvement",4,good,7
coordinates with different department in the execution of marketing collaterals,4,good,10
A great journey of growth and development,5,good,7
"overall good: fun, nice people to work with and a good team.",4,good,12
"A place for a longterm career, and not suitable for those simply looking for a job.",4,good,16
All depends on what business within DuPont,4,good,7
You get what you put into it.,5,good,7
good company to start your career,4,good,6
A place where some of the worlds best talent work,4,good,10
System Integration Engineer and System Administration,4,good,6
Excellent work life balance and genuine care,5,good,7
On disability now after 30 years with complications from breast cancer & lymph node ca following year & lymphedema & med,4,good,21
"Investigator-Fraud, Waste and Abuse, Pilot, Safety Officer",4,good,7
"Very positive, learned a lot, would reccomend",5,good,7
Was a great job but was let go suddenly,4,good,9
"Big company, many benefits and some downsides",4,good,7
Strategy positions - Excellent career kick-starter,4,good,6
"A Great Place to Work for 5-10 Years, But Things Move Slowly",5,good,12
"Overall, my experience with the Nationals was incredibly positive.",4,good,9
Can you play the office politics game?,4,good,7
Great benefits but lack of privacy,5,good,6
IT is always a learning curve,4,good,6
Met a lot of great people over the years!,4,good,9
"best place to work, less work pressure",5,good,7
Excellent company with its great assets,5,good,6
Company that gives so many opportunities to grow,5,good,8
"Amazing Company, Amazing Benefits, Amazing People",5,good,6
"Sick days, goof off days, established tasks, and clockwork paychecks",4,good,10
Exciting and fast moving environment vs. work-life balance,4,good,8
A great firm offering an exciting and rewarding career,5,good,9
Great place... for the most part,4,good,6
Helps you grow in your profession,4,good,6
"Great Company, but small divisions lack leadership and oversight",4,good,9
Pros and Cons working at HP,5,good,6
Wish the company cared more about it's employees.,4,good,8
Employer where you learn a lot,4,good,6
Great people policies but drowned in European hypocrisy,4,good,8
its a good place to work with,4,good,7
"Very nice people, and lots of opportunity",5,good,7
Inside Sale Representative (ISR) formally knows as Program Director,4,good,9
Great environment but poor career advancement,5,good,6
The Marine Corps is a very functional and effective workplace,5,good,10
Very progressive place to work with,5,good,6
Best company with culture and work life,5,good,7
"Great People, Great Office, Meaningful Work",5,good,6
Could do better working else where,4,good,6
Very good environment and friendly environment. The pay is not late and in time.,5,good,14
"Great benefits, great coworkers, leadership is hit or miss.",5,good,9
Overall a good place to work,5,good,6
"Cut, fish, weighs cleaning, sitting up case in a timely matter, inventory",4,good,12
Meaning full company to work for,5,good,6
"Great culture, amazing people, clear vision, flexible working environment.",5,good,9
"Great benefits , good colleagues , great technologies",4,good,8
Verry good over all nice pay,5,good,6
Excellent career move! Exceptional company to be a part of!,4,good,10
Overall a good company to work for. a Good starting point to gain qualifications and experience in managing a team.,4,good,20
Nice job but pay could be better,4,good,7
Whole Foods was very kind to me,4,good,7
Why You Should Choose Lockheed Martin!,5,good,6
very good place to work in,5,good,6
Not bad for recent college grad,4,good,6
Good for growth and fast paced.,4,good,6
Great place to start the career,4,good,6
"Bold vision, smart people, interesting work",5,good,6
Best Company if you are searching for work life balance,4,good,10
"Good company for entren level engineer, bad for senior one",4,good,10
Lots of work but good colleagues.,5,good,6
It’s a good place to work if you don’t have a family,4,good,12
"My experience was very enjoyable, until a management change.",4,good,9
Best place to work and have fun at the same time,5,good,11
Good job if you’re in the right culture,4,good,8
Account Manager and Presales and Bid Manager,5,good,7
Target is a great company to work for,5,good,8
Good company to work for .,4,good,6
A great first place to work,4,good,6
The best of big tech but getting slow,5,good,8
Good work Culture and no pressure at work,4,good,8
One of the best companies for engineers,5,good,7
Perspective from TRACK : Software Path,4,good,6
Great company with lots of perks,4,good,6
"Growing, fast changing company but slow career development",4,good,8
"Aetna, a CVS Healthcare company, is a great place to work",4,good,11
Home to amazing and collaborative workforce,5,good,6
Work Hard to Get to Play Hard,5,good,7
Granite Construction great place proud culture in civil construction very ethical,4,good,11
Overall a good learning experience with lots of opportunities to get involved.,5,good,12
Great Opportunity to Learn & Grow,4,good,6
The growth cycle is fast in this company,4,good,8
Good job in the right team,4,good,6
Working as a grad assistant at Syracuse University Project Advance,4,good,10
Pros and cons to the job,4,good,6
go place to learn expierience but not a place for good titles,5,good,12
My favorite company to work for so far,5,good,8
You take the bad with the good.,4,good,7
"Excellent benefits, but a bit old school",4,good,7
Good company to work for a,4,good,6
"Troubleshoot tool issues, Run Production , Member of the safety team , Member of the CERT team",4,good,17
Kroger is a great place to work,4,good,7
Good place to work for expats,4,good,6
Good place for a life science postdoctoral fellow,4,good,8
FIFO was difficult but an Excellent Company to work for...,5,good,10
"Good place to work, but workloads need to be kept in check",4,good,12
"Almost 3 years in, no complaints!",5,good,6
Decent place to start your career,4,good,6
Great company in a small town,5,good,6
Very good place to work for a time,4,good,8
"Super Unternehmen für den Marketingeinstieg, um schnell viel zu lernen und sich weiterzuentwickeln",4,good,13
"Great opportunity, whole lot of time and effort",4,good,8
Great place - pity it's gone,4,good,6
Good company to start - good training system,4,good,8
Good company for a new joinee,4,good,6
in a state of change means an opportunity,4,good,8
"Great resources, team and opportunities to grow",4,good,7
Great place to learn n earn,4,good,6
Best company to work for and good work life balance,5,good,10
"Cog in a wheel, but nobody hides that",4,good,8
Transaction processing specialist- OFAC Team Leader,4,good,6
Dynamic Organization with steadfast mission to bring great leadership to the world,4,good,12
Bon Ton was a great company to work for.,5,good,9
Good if you're interested in staying in one position,4,good,9
Dream Company for a High Functioning Nerd,5,good,7
World leader but as such comes with a tradeoff,5,good,9
Great Place to learn and grow,5,good,6
a good starting point for a newbie who is not so competent,4,good,12
"Great employer, innovative and interesting work",5,good,6
Good balance between work and pay,5,good,6
Good place to achieve a work-life balance,4,good,7
"very good company for internship, great people",4,good,7
The Best Company I have ever worked for period,5,good,9
Great place to work although schedule not consistent.,4,good,8
Lots of fun and very rewarding,5,good,6
Great Company to Grow In the Property Management Industry,5,good,9
Love this company. I have spent almost two decades here.,5,good,10
Generally a good place to work,4,good,6
Good with Pay and Commissions though can be hard to hit,4,good,11
The opportunities to strive are endless,5,good,6
Small firm allowed a high degree of responsibility and real experience in all phases of the design process,5,good,18
"""So far the Best Company I ever worked with""",5,good,9
It was fine working with Cnx,4,good,6
Leanly managed company with good employee benefits,5,good,7
Best fast food restaurant to work at,4,good,7
work here! get the net - net below.,5,good,8
Great base pay for part time or full time,5,good,9
Challenging and Inspiring - Web Spiders Is A Definitely a Great Place To Work At,5,good,15
"Young managment team, multi-cultural organization and interesting business",4,good,8
Great Place To Start Your Career,5,good,6
"What seemed like a great place, has gone down hill",4,good,10
Good company to work for but no moving up,5,good,9
One of the best company to work,5,good,7
"Good place to work, but with some areas of improvement",4,good,10
Everything that you have done has prepared you for a career at Mattress Firm,5,good,14
"Very good company, I have experience in Albania and is the best employer for my opinion!",5,good,16
Good company with a vision for excellence,4,good,7
A good Company to work With,4,good,6
"Structural and Dynamics Analysis Engineer, University Work Placement",4,good,8
Great Place to Learn and Thrive,5,good,6
Good place to start your career,4,good,6
Place to work on cutting edge technologies in digital maps and futuristic live high definition maps.,5,good,16
Great place to work for a first job,4,good,8
"A lot of multi-tasking, train as you go - which is time consuming",4,good,13
Good employer however communication needs improving,4,good,6
Great way to get foot in door,5,good,7
Great career opportunities and great peers / management,5,good,8
Good job but high volume work with not top end benefits,5,good,11
Family and pet friendly company. Many companies do not allow this even on any day,4,good,15
I really enjoyed working at PetSmart.,4,good,6
respiratory and med gas products are first class,5,good,8
Good company to start your career with,4,good,7
One of the best places to work and be. amazing environemnt,5,good,11
You can make a difference here,4,good,6
Great company to figure out what you enjoy,4,good,8
Good Company - all depends on client,4,good,7
Its ok for the right money,4,good,6
Doing well but some future challenges,4,good,6
Cashiers... It's more than just ringing customers up..,4,good,8
"Wonderful, progressive, growing company with superior management.",5,good,7
Great Job for the first few years,4,good,7
Average company but tough to get ahead,4,good,7
Good money if you can get a slot,5,good,8
Engineering Planner for a Naval submarine program.,4,good,7
Overall Satisfying experience with the role !,4,good,7
"friendly environment , nice place to work",5,good,7
Great employer to be associated with.,5,good,6
neusoft is a good place to learn knowledge.,4,good,8
Overall a good company to start your career,4,good,8
Overall a good place to work,4,good,6
Not a bad company to work at for your first job,4,good,11
I like it. It is good.,4,good,6
Used to be a great company,4,good,6
Good place to start a career,4,good,6
Great work experience in Cisco but bad in China,4,good,9
Good place to work with many opportunities,4,good,7
Used to be a great company,4,good,6
What to say about being a PhD student...,5,good,8
Solid benefits if not as competitive pay,5,good,7
Manage operations for 7 different processes and CRM management.,5,good,9
Good company for people starting their careers,4,good,7
I liked it but not the hours,4,good,7
Really rewarding company and great people,5,good,6
Automation and system integrators sales manager,4,good,6
Not worth it during today’s climate,4,good,6
Go with TCS if you're getting a decent package,4,good,9
decent job for when in school,4,good,6
"Lots of upside, but hours are difficult",4,good,7
Great opportunity to start your career,5,good,6
Vector is the best job I've ever had NO JOKE,5,good,10
Great Place to Get a Start,4,good,6
Best job I've had in a really long time.,4,good,9
Very good company to work for,5,good,6
Used to be a great place to work,4,good,8
Good workplace in Chennai to work,5,good,6
Great place and stability but depends on the area.,4,good,9
Proudly serving and protecting our freedoms!!,5,good,6
It is a great culture that values collaboration,5,good,8
Great place to work (if at HQ),4,good,7
ResCare WorkForce was a great company to be a part of.,5,good,11
Great place to work at retail,4,good,6
"A good place to work, but like any company there are issues.",4,good,12
"I deal with membership services, reservations and the AAA driving school.",4,good,11
It’s nice to feel like you are working towards a greater purpose.,4,good,12
Good Company Good people to work with,4,good,7
"Great Place to Work, learn & Grow",5,good,7
"Energetic, Fulfilling, Always evolving Charter School with a progressive administration and thought provoking teachers!",5,good,14
A fairly good place to work,4,good,6
Best service based to start a career,4,good,7
Was great when I was there,4,good,6
Good beginner for gaining customer service skills,4,good,7
It's been a great learning experience,4,good,6
Being a research assistant as an undergrad is a great experience so you know if the R&D field is for you.,4,good,21
I am very much satisfied with the company i am working with.,5,good,12
"Love the people, No Complaints & Big changes to come...",4,good,10
Software Developer at Ingram Micro India SSC Pvt Ltd,4,good,9
"Great learning environment, managers are like family",5,good,7
"Overall, a good place to work",4,good,6
Not best but not the worst,4,good,6
"Generally pretty positive, surprising for a privately owned large process-oriented company",4,good,11
Could be better but not the worst either,5,good,8
15 Years in - 25 more to go!,5,good,8
Hard work is rewarded at this premiere company,4,good,8
Good company to start a career,4,good,6
I feel proud to be a part of HCL organisation,4,good,10
Great place to start your career,4,good,6
"Great company, just going to changes",4,good,6
Great org & supports performance driven growth,5,good,7
Good job if you have the drive,4,good,7
Looking forward to the future and where we are going as a team.,4,good,13
Amazing place to work. Would recommend.,5,good,6
"Great to Learn, but low salary standards",4,good,7
Awesome Company For Long Term Growth & Employment,5,good,8
Great environment but poor career advancement,5,good,6
"Meaningful work, great work-life balance, low-pay",5,good,6
have been working at BNP full-time (More than 2 years ),4,good,11
There's a reason I've been here for 10 years,5,good,9
Good company as long as you make an honest effort,4,good,10
Great Place to Grow and Learn,4,good,6
One coulnd't get a better place to work!,5,good,8
Zomato is a great place work specially if you are work enthusiastic.,5,good,12
"Interesting, rewarding work that really makes a difference and a fun company to work for",5,good,15
Working with the United Nation Mission in Liberia give you a lot of opportunities.,5,good,14
Customer service starts with the internal customer - the employee,4,good,10
Excellent work environment and a good place to start learning.,4,good,10
Very good organization to work in,5,good,6
Not awful but could be better,5,good,6
I had a great time working as an invigilator for British Council.,4,good,12
Great company! Happy to work here,5,good,6
Best company I've had the pleasure of working for,5,good,9
Best Company I have ever worked for,5,good,7
"Good company to work for to get your ""foot-in-the-door"" or to gain more banking experience.",4,good,15
Good place to coast along in an okay paid career with some good people,4,good,14
Strong and Decisive Leadership in Corporate Workplace Solutions,4,good,8
All around great company to work for,5,good,7
"Great place to start your career, leave when qualified",4,good,9
great work experience but too rigid a company,4,good,8
Ryder System was a great place to work when I was there.,5,good,12
Unpopular opinion but i love pwc,5,good,6
Great profession if you don't need the money.,5,good,8
Great place to gain varied experience,4,good,6
I enjoy working for PC Richard & Son,5,good,8
"Exciting career, tough work life balance that never really improves",4,good,10
"Great place to work, depending on your manager",5,good,8
You'll never work harder or learn more,4,good,7
Great Job transfers kind of difficult if your department need you,4,good,11
good place to work paid very well,5,good,7
"experience of over  2 years in Server Operations, Non-prod Technical Support Operations",5,good,12
I have been here for past 1.5 years and found it to be a nice workplace to be at.,4,good,19
Great and laid back atmosphere. I looked forward to my shifts as a server at CPK.,4,good,16
"Great company, the people are the company's greatest asset and make the company",4,good,13
"Good company, but too much hierarchy",4,good,6
Plenty of upside and potenital but some cultural issues creating unnecessary resistance,4,good,12
This is the group training institute of POSCO Group,4,good,9
The best place to appreciate others,4,good,6
Love it but little room for growth,4,good,7
This is a review for Chick fil A.,4,good,8
The experience of working in this company has been good,4,good,10
Wonderful opportunity and great place to work.,5,good,7
"Great company, great culture, but less so in recent years",4,good,10
Wonderful start as a young age but I wasn't worth the stress.,4,good,12
Well balanced work culture but low salaries,4,good,7
Good start for new beginners in IT field,4,good,8
Best Environment to Learn through Hands on Approach,4,good,8
Good place for starting your engineering career,4,good,7
Insperity is a great place to work!,5,good,7
Great company to work for with lots of opportunities for people that want to exceed,5,good,15
Georgia Tech is a great place to work.,4,good,8
Great company to work for and possibly start a career,4,good,10
Great career opportunities no degree required! Earn While you learn,5,good,10
Working with indiabulls as a System Administrator since last 14 years,5,good,11
"Great company, but not what it once was",4,good,8
"Great employer, deep roots in the Carolinas",5,good,7
A lot of trust in us,5,good,6
A warm and welcoming environment which helps the employees to be productive and candid about their opinions.,5,good,17
Good company and benefits. If you're technical background there will be challenges.,4,good,12
Wonderful. People I worked with were very patient and nice with me.,5,good,12
Great company to work with less pay,4,good,7
Great place to work; Limited job growth; Frequent reorgs,4,good,9
Fun work environment with lots of opportunity for growth.,5,good,9
Good career growth and people to work with,4,good,8
A great company but with a sadly shrinking market,5,good,9
"Developed effective networking, turning business prospects into buying customers, NPD and artwork development.",4,good,13
Vz - overall a great place to build a career.,5,good,10
HP a great Company to Work,4,good,6
Radio Frequceny Communictions Non-Commissioned Officer in Charge,5,good,7
"Easy Job, but behind the times",4,good,6
It was a good experience for college,4,good,7
Teradata Certified Technical Specialist working as a Senior Developer with 2.9 years of experience,4,good,14
Good temp agency to work for.,4,good,6
"Mis executive mentoring data, inventory management, asset tracking knowledge",4,good,9
Have been with zomato for 14 months and worked as a team leader,4,good,13
great perks but long hours and security issues,4,good,8
Good company that could be great with a more strategic outlook,4,good,11
"Marvelous, homely atmosphere and excellent salary.",4,good,6
Work if You want to make money later on but be broke for first 5 years,4,good,16
Job overall isn’s hard just dealing with the mangers is the c,4,good,12
Great way to earn money and start a career,5,good,9
Great place to learn n earn,4,good,6
Great place to grow your life,5,good,6
"Nice job, but annoying at times",4,good,6
Approaching 10 years and still happy,5,good,6
"Great place to work, good people, nice environment.",4,good,8
The Army provides opportunities know other organization can.,5,good,8
"Good stable job, not too exciting",4,good,6
Great company for those who want to make an impact,4,good,10
"Career advancement depends on the dept. you are hired into; some open, some closed.",5,good,14
A great place to be a graduate student,5,good,8
Was a great place to work prior to pandemic,5,good,9
Great place to learn n earn,4,good,6
"Successfully leading a team of 14 members, in Global Mobility",5,good,10
Stocked goods in aisles and customer service to those who needed help finding the item they were looking for.,5,good,19
Plenty of opportunity if you are willing to work hard and prove your worth,5,good,14
Great Company vision which most are now following from inclusivity to helping the community and their cloud strategy.,4,good,18
"Not the best, but not bad",4,good,6
Good place to get started with IT work,4,good,8
"Good business,  need to be more flexible in process to meet client needs",5,good,13
I had problems with my immediate supervisor but loved her boss.,4,good,11
Good company to start your career,4,good,6
Good job to have while in college,5,good,7
Good Pay Structure for global roles,5,good,6
Fantastic company to build a career!,5,good,6
The best learning experience in the field of assurance and advisory,4,good,11
Not great but not bad at all,4,good,7
I am a PhD student in Engineering,4,good,7
Very good Company to work with,5,good,6
Work life balance at its best,4,good,6
University of Minnesota Job Satisfaction Determined by Your Needs,4,good,9
BT is nice organisation to work with,4,good,7
Given Strong sense of independence and trust,4,good,7
It is great place to work,4,good,6
Good job opportunity for foreign new graduate in Japan,4,good,9
Great place to grow as an accountant,5,good,7
"Help welders,keep area clean,tag line ,order puller,bansaw operator, tacking class,",5,good,10
Hard work but appreciate the little victories,4,good,7
"If you like money, this is the place for you",5,good,10
"Love the company, hate the management.",4,good,6
Subway has given me a chance!,5,good,6
IB Analyst - Great Training Experience,5,good,6
Great place for casual and unique tutoring,5,good,7
"Good entry to Media, hard conditiosn under glam surface",4,good,9
Not sure what to put here,5,good,6
A company guided by strong sense of culture and values,5,good,10
Change is what makes the world go round!!!!,5,good,8
It is a good experience to work and study here,5,good,10
"Great supervisors, co-workers, and breadth of responsibilities.",4,good,7
Integrity is the foundation in which Intelemark has built its tenure as a leader in The B2B Sales Industry,5,good,19
"Career Advancement is A Numbers Game (Great for Some, Frustrating for Others)",1,bad,12
Not a good company to work for engineers,1,bad,8
"Although I know many horror stories including my own experience, everyone has a different experience.",1,bad,15
Kraft treat middle managers like crap,2,bad,6
Talk with current employees before applying,1,bad,6
Not worth the cars you rent,2,bad,6
How Dillards is handling COVID-19 really really turns me off from this company as a current employee!,1,bad,17
"Good brand, better place for women",2,bad,6
"Typical Consulting Firm, Cash Over Employees",2,bad,6
"Nepotism, Favoritism, low pay, bad schedules",1,bad,6
update to I bought a lemon,1,bad,6
Lots of potential; terrible consulting team culture,1,bad,7
Feeding one's vanity does not make for good management,1,bad,9
Not a good place to work,1,bad,6
"Good for short-term, not so good in long-term for high performers",2,bad,11
"Better than average chain fitness club, but bottom line is profit, not member success.",2,bad,14
No longer a great or even good place to work.,2,bad,10
"Unless you're a manager, you're not going to have a good time.",2,bad,12
"Not too bad, but not so good",1,bad,7
Great part time job for a college student,1,bad,8
"Learn what you can, and move on",2,bad,7
Political Climate - Not cutting edge.,2,bad,6
Get your hustle on if you work here - with ZERO support,1,bad,12
Culture incentivizes short-term reward-harvesting and dishonesty,2,bad,6
FC Faciility; Outbound/Inbound bad midmanagement or bad upper management giving impossible tasks to mid management,2,bad,15
One of the Worst Large Companies Ever,1,bad,7
They work you into the ground until they have every last drop of blood out of you.,1,bad,17
"Great learning experience, poor work environment.",2,bad,6
"The benefits and pay are good, but it ends there.",2,bad,10
Be aware of what you're really getting into before you jump,2,bad,11
"Lease Administration is a sinking ship (A miserable, depressing, awful ship)",2,bad,11
"Very unpleasant environment, happy not to be part of it any longer.",1,bad,12
Not a great place to work,1,bad,6
Only good if you're at a contract site,2,bad,8
Rewarding work. Culture can be toxic.,2,bad,6
Too much work and not enough benefits compared to other places,2,bad,11
Wide range of opportunities but poor compensation,2,bad,7
Not a long term place and no room for growth.,1,bad,10
Pay the Aides better not management.,2,bad,6
The only thing they care about is numbers,2,bad,8
"Excellent benefits, little opportunity for growth",2,bad,6
"If you are looking for a place that offers benifits, good pay, and good teamwork this is not the place",1,bad,20
Boston Scientific - a company in need of CPR,2,bad,9
"Navistar salute isn't just a joke, it's a reality",2,bad,9
Dying Company - New Management Will Kill Us,1,bad,8
Good professional opportunity if you don't value personal life,2,bad,9
"It's not how good of an employee you are, it's how much someone likes or dislikes you",2,bad,17
Not what I expected it to be.,2,bad,7
"Laughably inept management, nice non-management people",1,bad,6
No regard for Employee Growth. No Annual Appraisals. No learning opportunities.,1,bad,11
Poor leadership. Insane cost for benefits. Constant rumors of the company selling.,1,bad,12
Full of politics in Group Digital Banking,1,bad,7
Not a company I would build a future with.,2,bad,9
Don't expect more than a paycheck,2,bad,6
get less work more. policies are against Employees,2,bad,8
The market is changing and there not.  Get on board with the changes,2,bad,13
"Great Place to learn, poor place for compensation",2,bad,8
Experience depends on where you are located,2,bad,7
Not a good place to work.,2,bad,6
Ok place if you are really in need of work,2,bad,10
Over worked and without a doubt...under paid!,1,bad,7
"Great People, Inconsiderate and Incompotent Management",2,bad,6
very management heavy...less importance to engineers,2,bad,6
This could be the place for you if...,1,bad,8
Most Disliked job I have had,1,bad,6
Poor quality managers untrained and lacking in mature leadership make excuses for failure.,2,bad,13
Luke warm environment for minorities on the best days.,1,bad,9
Not a nice place to work,1,bad,6
"Unethical company, recall coverups, kickback heavy, poor direction",1,bad,8
Bad and no structure feels more like they're just winging it everyday,2,bad,12
"Culture has gone from Hero to Zero; lack of sales, bad hires, and more",1,bad,14
"Great team environment, with a huge drop off in talent between salaried and hourly.",1,bad,14
The free membership makes up for the rest,2,bad,8
Poorly run and refuse to give workers the basics,1,bad,9
"Stryker favors promotion to people to who are ""yes"" man to the boss",1,bad,13
Good Pay and Benefits for Retail,2,bad,6
Not the company it used to be,2,bad,7
It is an ok place to work short time,1,bad,9
Would not recommend working for this employer.,1,bad,7
Very disappointed in treatment after so many faithful years of service,2,bad,11
IT Security Manager and Data Protection Officer,2,bad,7
Stay away if you are a student,1,bad,7
Don’t give into the dark side,1,bad,6
Just look at the staff turnover,1,bad,6
One of the most poorly run places to work,2,bad,9
What did I get myself into?,1,bad,6
"Seems good on paper, in reality it's a nightmare.",1,bad,9
There is a reason turnover is so high at that company,2,bad,11
Management misses the mark every time,2,bad,6
Not a place for career growth,2,bad,6
Not a good company to work for,2,bad,7
Stay in company if you do not want to grow financially,2,bad,11
Work here if you dont want your compenation package for two years,2,bad,12
Do not come here unless you are desperate for work.,2,bad,10
Part-time help with a low-income and no benefits.,2,bad,8
Worst career move I have ever made.,1,bad,7
Two Steps Away From Loosing All Of It's Intellectual Capital,2,bad,10
No training plus to much pressure to meet production,1,bad,9
Work for a mission...some of us,2,bad,6
Nice office but can be political,2,bad,6
Follow the direction. Don't ask questions.,2,bad,6
as a leader..there very little help,2,bad,6
"Once great, but in serious decline since 2019",2,bad,8
Stress not worth the below industry standard salary in IT,2,bad,10
"BAD SALARIES OFFER,NO TECHNICAL WORK, IRRESPONSIBLE RMG TEAM,MANAGER DRIVEN COMPANY,NO GOOD PROJECT",1,bad,12
Lack of People of Color in Leadership Roles / Incestuous Culture,2,bad,11
Amazon is great as a organization but pathetic in leadership at India.,1,bad,12
Read and research about this company first,1,bad,7
Employee under hardship & company rejects cutting off benifts.,1,bad,9
Poor leadership and and company vision,1,bad,6
Hard Work with Little Personal Time,2,bad,6
"Poor ""mid management"" in Global Services",2,bad,6
They build great leaders in absence of high quality coaching and development by leadership,2,bad,14
"Not the best, not the worst",2,bad,6
