text,label,label_text,text_length
A great agency that needs to find its way again in the US,4,good,13
Great place to work with tons of growth,5,good,8
Great place to work for first job,4,good,7
Co-op is a great place to work,5,good,7
overview of the Company is good,4,good,6
Very good company to work for.,4,good,6
Fulfillment Associate -- most fun I have had at a job,5,good,11
The best company I've ever worked with,5,good,7
Lots of work but good colleagues.,5,good,6
"Good work, decent community, propagandist leadership",4,good,6
Management has a top down approach.,5,good,6
Great work culture. Numerous opportunities to learn and grow,5,good,9
We are part of the 'magic'...We work hard to make people smile around the world!,4,good,15
Land O'Lakes - overall good company,4,good,6
It’s an honor to work here,5,good,6
"I feel supported, happy to be here, appreciated, and like I play an important role on this wonderful team.",5,good,19
"Good one , must experience once",5,good,6
Not a bad job for what I do. Can be stressful at times. Pay isn't bad.,4,good,16
I do not like these surveys,4,good,6
Great company to grown and build a carreer,5,good,8
Decent payscale but good institutional support,5,good,6
Exceptionally Fantastic Operations team. There couldn’t have been a better leader to train the upcoming leaders.,5,good,16
good job to get you by,4,good,6
"As far as big law goes, great place to work",4,good,10
"Open for career progress, but stressful and highly structured environment",4,good,10
Good career opportunity in financial services.,5,good,6
great place to work and live,5,good,6
As good as advertised; ridiculously well thought out,5,good,8
"It has been an amazing experience so far. Everyone has been so nice, and I am a part of an amazing team.",5,good,22
A great jump start to my career,4,good,7
Human Resources & Supply Chain Management,5,good,6
"good company, good pay, good people",5,good,6
A good company to work with,5,good,6
Fast paced organization focused on growth,4,good,6
"great company with benefits, Mgmt style too chaotic",5,good,8
Outstanding leadership and life experience - proud to serve.,4,good,9
A good programme and usually good teams,4,good,7
Good place to work for benefits,4,good,6
A great company - well positioned for the future,5,good,9
front desk agent at kimpton hotels,4,good,6
An organisation changing for the better,5,good,6
Intel GDC is good if you like to perform validation,4,good,10
Exciting Fast Paced and Family Oriented,5,good,6
"Great Starting Place, but little room for Advancement",4,good,8
one of the best academic institution to work for,4,good,9
I have been working at Groupon full-time for past 3 months.,5,good,11
Great place to work if money is not your concern,5,good,10
Overall a great reseach institution in Engineering,4,good,7
Great company but comes with challenges,4,good,6
"Good opportunities, really changed after IPO, heading towards body shop",4,good,10
"Very good company, takes care about employees satisfaction",4,good,8
Manager of door to door sales,5,good,6
Great Culture and Place to Develop,5,good,6
One of the best companies I've worked for.  Great salary and good benefits.,5,good,13
"Stressful, but you can make a lot of money!",4,good,9
Not a bad place to work,4,good,6
You very much get out of it what you put in,4,good,11
A unique community and way of life,4,good,7
Lots of work but good colleagues.,5,good,6
Great place to work for a part-time job,5,good,8
"Great company, tough to work for",4,good,6
Great place to work for if you have a good boss,5,good,11
work life personal life in balanced state,4,good,7
A good Non-Profit company to work for....not so great a company to advance in...,4,good,14
Family owned company that values highly the employees as their most valuble resource.,5,good,13
I am pleased with my work experience at this world class University.,5,good,12
It is great experience to work with them,5,good,8
A small star in the high tech space,5,good,8
Lots of work but good colleagues.,5,good,6
Very good company to work for and has lots of eduction for you to expand your knowledge on.,4,good,18
Great employer with good work life balance,5,good,7
Its a very good company to work for,5,good,8
Active duty for over 20 years,5,good,6
"Good job, but can be stressful",5,good,6
Fairly statisfied employee thinks BAE needs improvement in the Human Resources Department.,4,good,12
Microsoft provides the work life balance and growth opportunities like no other company,5,good,13
"Great company, lots of opportunities to work with cutting edge technologies.",5,good,11
Very happy with my experience with this company,5,good,8
Great company to work for and be apart of.,5,good,9
"Hard working staff,strong commitment to customers",5,good,6
"Good atmosphere, good people, great culture",4,good,6
"Great company, but very conservative practices",4,good,6
Assisted with job operations and sales,5,good,6
It's was a good first job,4,good,6
"Great people, positive and vibrant environment",5,good,6
Great job at entry level as it is very social and centered around mental and physical health but there is no advancement,4,good,22
Great place to work very friendly welcoming,5,good,7
It was working great untill now.,4,good,6
Citi is a great place to work,5,good,7
Great place to work. Strong values-oriented culture,5,good,7
NYP is a great place to work!,5,good,7
Quest is a top tier company to work.,5,good,8
"A great place to start and end your career, not stay in between",4,good,13
Never a better time to be at Visa!,5,good,8
Fantastic training by a world-class company that values its employees by giving them all the necessary tools to succeed.,4,good,19
Zomans - Great people to work with !!,5,good,8
Great exposure to the FMCG industry with an aggressive target based performance plan,4,good,13
"Fun, innovative and thoughtful place to work!",5,good,7
"Great place to work, good culture",5,good,6
One of the best company in sap industries,5,good,8
One of the best companies I worked for,5,good,8
Good work life balance but very very slow growth,4,good,9
I'm working with a amazing team,4,good,6
One of the subsidiaries at NICE...,4,good,6
Meritocracy needs to reach University of Manchester,4,good,7
I worked for 35 years in this company and enjoyed working,4,good,11
Guaranteed Rate - Overall Positive Experience,4,good,6
Connections is a great company with values.,5,good,7
Too Bad Homedepot didn't Keep Expo Open...,4,good,7
great opportunities and generally great workforce,4,good,6
I have enjoyed my first year here,5,good,7
hey how are ya thank you,5,good,6
"Great people, good work life balance.",4,good,6
Some of the benefits provided by company,5,good,7
"Handles portfolio of accounts. Connects with the advertiser, provides optimisations and help them to meet their KPIs",4,good,17
It is good telecommunication company and coming up with new features to woo canadian customer,4,good,15
amazing work culture in the office,5,good,6
Interesting work and learning many new things,5,good,7
"Great compensation but focus is all on money and clients, not on teams and development",4,good,15
"Great environment, make sure to play the game",4,good,8
It’s was a good first job,4,good,6
fairly good place to work at,4,good,6
It is great place to work,4,good,6
awesome company will full of opportunities,5,good,6
"Nice People, Salaries should be more fair.",4,good,7
Clinical Development and Medical Affairs and Global Medical Affairs,4,good,9
JTI is a great company to work for!,5,good,8
I've worked in 2 different positions at this company so far and it's great!,5,good,14
It was a great place to work,4,good,7
"Starbucks really cares about doing the right thing for employees, customers, communities, farmers and suppliers.",4,good,15
It was great! Awesome people to work with.,5,good,8
Great place to work part time,4,good,6
Good company for fresher. ...but salary is very low according to work pressure,4,good,13
"Good for satable life, lacking challenges",4,good,6
Well organized library district with beautiful libraries.,4,good,7
Great work atmosphere - poor pay,4,good,6
Good work climate. Great teamwork. Reasonable wage.,4,good,7
"This was ok, good place to work where you will enjoy ample freedom for thought. Does not matter whether you are new come",4,good,23
"A little delusional, but mostly fun",4,good,6
"Great training, but have to be all in",4,good,8
"University of Maryland, College Park Review",4,good,6
Great place to work and start your career,4,good,8
"Fun people, good for temp work",4,good,6
Pharmacist position with Shop Rite better than most,5,good,8
Great place to learn and develop your skills,4,good,8
Panduit is a great place to work,5,good,7
Great Job - Lots of downtime,5,good,6
Growth and Taking care of each other,5,good,7
3 years spent at BCBSNC as a Enterprise Business Analyst,4,good,10
"Environment, Health and Safety Program Manager",5,good,6
Good place to work & develop,4,good,6
20 years as a Marine - worth it!,5,good,8
"Diverse and forward thinking organization focused on people in a very competitive market space,",4,good,14
The Army will make you old very fast,4,good,8
"It is good. But, I am looking for a full-time job.",4,good,11
TAC support Engineer for Ruckus products.,4,good,6
one of the best companies to work for,4,good,8
"When I began in 2004, you could make 50-55K a year but when I left in 2011 it was down to around 18K a year.",4,good,25
Good company to start your carrier,5,good,6
Skilled trades Compensation (manufacturing maintenance ),4,good,6
It is not a bad place to work.,4,good,8
Work life balance and Work from home,5,good,7
"Excellent benefits, but a bit old school",4,good,7
SCANA was a great place to work,5,good,7
A great place to propel your career.,5,good,7
Great Company for many things....opportunities go to outside hires.,4,good,9
"Overall, not a bad place to grow.",4,good,7
Great for start-mid and end of careers,4,good,7
Pros and cons to the job,4,good,6
Need competitive wages and a fun atmosphere? Rogers is a click away!,4,good,12
"Good civic job, school based support staff",4,good,7
Print & Mail - Great place to work for!,5,good,9
"Cashier, Customer Service Staff, Produce Clerk",5,good,6
Good for people who knows Japanese,4,good,6
It was great working in Dnata. I learnt many new things like build up and break down of the cargos.,4,good,20
As good as you want it to be,5,good,8
awesome company if you don't mind a slower pace,4,good,9
Great pay and great place to work,5,good,7
Great Company Evolving for the Future,4,good,6
The experience greatly expanded my skills,4,good,6
Great to be at an actual school,5,good,7
Great place to start a career,4,good,6
"Great company to work for growth, learning and innovating",5,good,9
Great place to tackle your goals,5,good,6
Culture and leadership make Intuitive different from the rest,5,good,9
"Overall, good company to work for",4,good,6
Great Place to Start IB Career,5,good,6
It is a good company with good people. Working enviroment is friendly,4,good,12
The Marine Corps is for those people who crave a challenge and want to walk with pride knowing they are the best.,5,good,22
A Place to Pave Your Own Success,5,good,7
A clear vision of the future,4,good,6
the job has alot of freedom,4,good,6
It is a good company providing a unique payment system online.,4,good,11
"Great, dynamic place to work for those committed to social justice.",4,good,11
Great place to work - managers too nice and slow to make decisions,4,good,13
A lot to learn if you are willing,4,good,8
Great worklife balance and very engaging if interested in the material,5,good,11
"If you can serve here, you can serve almost anywhere",4,good,10
Senior Account Manager and E-Learning Consultant,4,good,6
On a journey in the right direction,4,good,7
"Enjoyable for friendships, flexible times and fantastic employee discount scheme",4,good,10
Great for those entering workforce for the first time,5,good,9
Sage is a new place ever since Steve took over as CEO,5,good,12
Overall a good place to work. Just depends on which department you work in and what you are looking for.,4,good,20
"Over all a great company, with very few cons.",5,good,9
Good place to work but there is a sense of uncertainty,4,good,11
A Great Lead for the business,5,good,6
"Excellent benefits, but a bit old school",4,good,7
"Great place to work, old fashioned promotions",4,good,7
synopsys is industry leader and has good management overall,5,good,9
"The best of times, the worst of times.",4,good,8
"Flexible, different roles and great pay",5,good,6
It is a very stable company,5,good,6
Good company culture and full of development opportunities,4,good,8
Easygoing culture with some good opportunities,4,good,6
I have working with Bristlecone Pune (Less than 1 Year),5,good,10
i wasnt with the company long,4,good,6
It is a great place to work,5,good,7
Good workin environment but a lot of work,4,good,8
"Flagstar Bank will elevate you to new levels, if you do the same for them",4,good,15
Good place to work wherever you are in your career,4,good,10
The BEST company to work for.,5,good,6
Zydus is focus on innovation and Creativity,4,good,7
Great place to learn and develop.,5,good,6
Really enjoyed working here for over 6 years,4,good,8
A nice place for part time,4,good,6
It's like Sugar. Sweet but diabetic,4,good,6
Great pay and friendly work environment,4,good,6
Awesome Company that provide support to  their employees,5,good,8
Finance student in Sauder School of Business,5,good,7
"Good company, needs to fix compensation/promotion hurdles",4,good,7
Become a future shaper at Honeywell,5,good,6
Great company ... very fulfilling to be in the education sales marketplace.,5,good,12
Great experience and plenty to look forward to,4,good,8
Not bad when oil prices are good,4,good,7
Good bosses with good work ethics,4,good,6
More exciting than ever at Cisco,5,good,6
Seems like a good company to work for so far,4,good,10
Great Experience! learned a lot of skills. Supervisors were very encouraging and friendly. Clean atmosphere,4,good,15
"Great company. Major asset-the People-Working here are smart, hard working and dedicated. Good chance to grow career.",4,good,17
Good but lower pay than what I would have liked,5,good,10
Best retail workplace I’ve ever worked at,4,good,7
"Not bad, just the horrors of retail",4,good,7
Lots of work but good colleagues.,5,good,6
"Great company to work for, with excellent benefits.",5,good,8
good place to start as an entry level position because people are quick to train you and are friendly,4,good,19
Great environment but poor career advancement,5,good,6
Great place to learn n earn,4,good,6
Out of control bureaucracy threatens a great company,4,good,8
Summer Intern with Office of General Counsel,5,good,7
Rumors are True - Great Company,5,good,6
Excellent Company and management of personal growth,4,good,7
they are good and nice to me,5,good,7
They Army is a rewarding career with tons of benifits.,4,good,10
Awesome place to work and learn,5,good,6
one of the best company for fresher... u get good opportunities to learn new things,5,good,15
Decent Company with lots of oppurtunities,4,good,6
Not without its challenges but a good place to work and grow,4,good,12
"Equifax is a highly motivated company to provide products and services to meet customer needs.  As an industry leader, E",4,good,20
Good place to work (most of the times),4,good,8
Great place to get experience - not long term,4,good,9
Good Start to a career in IT in the civilian sector,5,good,11
Good place to start your career in PE,4,good,8
overall good company to work at,4,good,6
overall time and good big rates of good approtionity,5,good,9
Complex Company - Overall Good Experience,4,good,6
Good place for life time career,4,good,6
Great place to work for Digital Transformation experience,4,good,8
"Good environment for work,met alot of lovely people there and food quality is on high level!",5,good,16
Great way to make money as a student,5,good,8
Great place for work life balance,4,good,6
"When paired with the right people, it will be a mostly positive experience.  Read on....",4,good,15
I acquired knowledge...something no one can take away from me.,5,good,10
Can coast if u know how to siam,5,good,8
It is a very good company,5,good,6
Great for the pocket not so much for the mind and soul,4,good,12
Been a pleasure working for an American institution,5,good,8
I love people and being able to serve them,5,good,9
Great management - they nurture you and opportunity for growth,4,good,10
"training is good, senior management is friendly",5,good,7
"Stable, profitable company that's still growing",5,good,6
Same as any other service based company.,4,good,7
Interested to see how QA grows (or doesn't) at Wayfair,4,good,10
Go there if you want to work hard,5,good,8
Good place if you can tolerate the bad WLB,4,good,9
Great if you're a hard worker,5,good,6
Great Progress but limited on advanced position,4,good,7
Great company but hard to move up.,4,good,7
Student Assistant at central production kitchen,5,good,6
CU is a great place to work,4,good,7
full time employee for 2 years,4,good,6
Nice to work with kids in controlled environment,5,good,8
Wegmans is a good part time for students,4,good,8
Experience in more area @ TEREX,5,good,6
Some well run programs and some badly managed programs.,4,good,9
"Good Job, Not So Good Pay",4,good,6
Loved the people I worked with and met a lot of contacts.,4,good,12
Not a bad place to work,4,good,6
Progressive system in a not so progressive state,4,good,8
Love to be able to work from home whenever I want to but be ready to manage your time wisely,4,good,20
Omni Corpus Christi is definitely a great place to work,5,good,10
"Good place to work. There's some downside, but the good outweigh the bad.",4,good,13
"Great people, great company, not so great pay.",4,good,8
tough work but it will pay off,4,good,7
Great place to work if you like hard work,4,good,9
Great Manufacturing Company in a Big City,5,good,7
"Good benefits, hard work for not a lot of net pay.",4,good,11
Balance between personal and proffesional life,5,good,6
Amazing Company! Amazing Culture! Amazing People!,5,good,6
Great chance for persons interested in commercial banks,5,good,8
A great place to start a career,4,good,7
A great company to work with.,5,good,6
Unique working environment and friendly culture,5,good,6
ING is an above average financial services firm,4,good,8
Great company that really treats you like a person not a number.,5,good,12
Very Good place to work and Proper guidance to achieve the goals through skilled experienced professionals,4,good,16
Thanks to Glassdoor for an opportunity,4,good,6
Very friendly and laid back environment,4,good,6
No where else you want to be,5,good,7
I was worked at the resturant,5,good,6
Great Place to Work to for!!!,5,good,6
Verizon still in top ten of best companies to work for,4,good,11
Great benefit but no job security,4,good,6
A great company to work for,5,good,6
Not a bad company to work for but advancement opportunities are questionable,4,good,12
Good Company with vast project and Technology,4,good,7
Outbound Sales Calling and Account Management,4,good,6
Flexible company but lower pay was the trade off,5,good,9
Good platform to start your career,4,good,6
Talent and Organization Development Manager - MENA,5,good,7
Dynamic and simple hassle free work environment with more freedom and liberty,4,good,12
Wonderful place to grow your career and enhance your education,5,good,10
Great company - Give them a try!,5,good,7
"Good company, need to focus on WLB",4,good,7
good organization advancement questionable based on tenure,4,good,7
Great place to pick up new skills and friends,5,good,9
Life at Grab as an Accounting Associate,5,good,7
I truly enjoy working with them.,5,good,6
Good as far as teaching goes,4,good,6
Great company to start your carrier with.,5,good,7
Great call center job for beginners,4,good,6
amazing people providing good atmosphere in times of very limited opportunities,4,good,11
The elder generation of lower form of management,5,good,8
"Nice place to work, a lot of innovation",4,good,8
Excellent Company to work for and be part of,5,good,9
"Lot's of opportunities in term of positions,but salaries quite low",4,good,10
Infineon Romania - a place to start career,4,good,8
Very goo company to work with & grow within,4,good,9
"Great perks, good staff, enjoyable atmosphere.",4,good,6
Work life balance is good and friendly team,5,good,8
Great learning working on different clients and industries,4,good,8
"OK place to start your career, but without high ranking, you quickly become dissatisfied",4,good,14
Excellent work ethics and work environment,5,good,6
Great Benefits/Evolving to improve internal & external,4,good,7
"Joined as an entry level software engineer, Atos helped me build my skills and shape future",4,good,16
transition job b/n college and professional school,4,good,7
Good Pay and Benefits/ Stuck in the past,4,good,8
"Too many management tiers, constant change, but great teams",4,good,9
Good company. Team may not be friendly.,4,good,7
Good job and great company for work with,4,good,8
It is what you make it lol,5,good,7
Great company in a great city,4,good,6
Good company good people good benefits,4,good,6
Kone is good place to work!,5,good,6
great place for work life balance,4,good,6
Work here only if no one else in the country wants you.,1,bad,12
"Great network, not so great office",2,bad,6
Lack of Transparency Limits Employee Trust,2,bad,6
Worked in KPIT more than a year,1,bad,7
So old school you can see why Australian retail is an easy target for modern O/S companies,1,bad,17
I learned a lot that helped me with my career outside of ACS,2,bad,13
The British are coming!  The British are coming!,1,bad,8
Like a time machine — in the worst way possible,1,bad,10
"Lots of opportunity, no work life balance",2,bad,7
"Good pay, benefits, perks and discounts but at a high price.",2,bad,11
Atmosphere of corporate office is negative,2,bad,6
"Good discounts, but didn't really care about my school schedule",2,bad,10
Not a great place to work...,2,bad,6
Expect more work for less pay,1,bad,6
"Great space and people, easily boring",2,bad,6
Great place to get experiences.  Bad place to accomplish anything.,2,bad,10
It IS a circus of people,1,bad,6
Awesome opportunities being given to CFOs children instead of a wealth of qualified applicants is just plain wrong.,2,bad,18
Ok as a 1st Graphic Design Job,2,bad,7
"Tour the facilities before accepting a job, research the main company also",1,bad,12
Crappy minimum wage job. Still here only until I can find a better one.,2,bad,14
Ok compared to other smaller companies,2,bad,6
No job security bad training no future,1,bad,7
Could be great if management weren't so bad...,2,bad,8
No growth for senior technical people,1,bad,6
Won't let you know you didn't get the job,1,bad,9
Probably the worst place to work,1,bad,6
Overall experience was good. Too much politics available there,2,bad,9
No proper planning by high level management,2,bad,7
"The poor reviews are true. Unethical, dishonest to partners and employees",1,bad,11
Hostile Work Environment/Control Issues with the Upper Management,2,bad,8
Poor HR support in GE Healthcare Singapore,2,bad,7
Runaway. A sinking ship in every department.,1,bad,7
Toxic place. Does not follow what they preach,1,bad,8
"A Fake, Monotonous, and Disorganized Place to Work",1,bad,8
Not a good place to Work (Miamisburg),2,bad,7
Sweat SHOP to the core! Your opinion does NOT count!!,1,bad,10
My worst tenure while working in Accenture,1,bad,7
"Last Good Thing was Joel left, but he forgot to shut off the lights",2,bad,14
It all depends on ur manager,2,bad,6
"Not among the best companies in Penang, Malaysia",2,bad,8
Not that great of a job,2,bad,6
out with the old in with the new,1,bad,8
Was great now not so much,2,bad,6
"If you like a toxic soup, dive on in",1,bad,9
I really wanted to like it.......,1,bad,6
Was very good in beginning now that I am making too much money and have become seniored over 15 years its time to let me,2,bad,25
Worst Place I ever worked at,1,bad,6
Its about who knows you and non-minority,2,bad,7
Good place to work short term,2,bad,6
"Worst company, no work culture no ethics. Illiterate managers.",2,bad,9
"Express scripts is ok, but don't look for huge opportunity",2,bad,10
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad,10
"Great salary, not so great work environment",2,bad,7
How can a company so highly regarded and successful be so screwed up.,2,bad,13
A once good company destroyed by inclusion and corruption,1,bad,9
"If you are looking for new technology, keep looking.",2,bad,9
This company does not care about their employees,1,bad,8
They made me join a union and took most of my paycheck,1,bad,12
Good place to work if you don't care about work life balance and can put in very long hours.,1,bad,19
"check three times, sign once... with lots of care !",1,bad,10
McDonalds atmosphere depends on the location,2,bad,6
Company is going down the toilet,1,bad,6
"Good company, but a horrible place to work.",2,bad,8
Not happy with the work in IBM. It is a company which takes temporary projects and then throw employees here and there.,2,bad,22
Tough for women at party city,1,bad,6
Not Worth it!! Only have 1 star to give review. Should get 0 star!!!,1,bad,14
It was a great place to work 6 years ago,1,bad,10
Don't stay more than a year,2,bad,6
Clean house at the Houston headquarters,2,bad,6
"Too much work, lack of acknowledgement, too much politics, favoritism",1,bad,10
Unorganised and full of unprofessional indians,1,bad,6
"Overall it began wonderfully, its a great place to begin, and to learn. After a few months, I want to tear my hair out.",2,bad,24
Swim with the Sharks....if you can!,2,bad,6
Sobering but it pays the bills,2,bad,6
"you get paid to work like you are at the gym, but nobody is an expert in ergonomics",2,bad,18
Used to be a great place,1,bad,6
Should only be for college students,1,bad,6
Mediocrity in the Middle of Nowhere,1,bad,6
A Hard Enough Job Made Worse...,1,bad,6
Very good  experience and the best in the field in egypt  but the management is very bad and poor salaries,2,bad,20
Great Potential Ruined by Poor Management,1,bad,6
It was cool at first but I quickly began hating it.,2,bad,11
"Not really a ""Great Place to Work""",1,bad,7
"Management talks a good talk, but that is as far as it goes. In other words, they are good at lying to their employees.",2,bad,24
Think long and hard before interviewing here to sell life insurance !,1,bad,12
Interview them as deeply as they interview you!,2,bad,8
This job is horrible for employees!,1,bad,6
Equal pay for equal job   negative,2,bad,6
Not a good place to be ITPM,2,bad,7
Expedia is by far the worst company I have ever worked for or experienced.,1,bad,14
Classic Placement of Unqualified Personsin Senior Executive Roles,2,bad,8
Do NOT work here under any circumstances.,1,bad,7
How will the merger with GE help Wabtec,2,bad,8
Whatever you contribute it's never enough..,1,bad,6
Urging upper management to listen to employees,1,bad,7
Promotes people based on the Peter Principle.,1,bad,7
The Devil Wears Prada seems to be a toned down version of the L´Oréal nightmare,2,bad,15
"Strong company, but desperately needs to define private client group RM role and improve technology.",2,bad,15
Sinking ship. Patched up everywhere yet leaking.,1,bad,7
"I didn't enjoy working there, but some positions weren't as bad as others.",2,bad,13
this place is worse than horrible,1,bad,6
Responsible for timely assembly of product,1,bad,6
Not great if you came in by purchase,2,bad,8
"Company Cares Only About Their Bottom Dollar, Not You.",2,bad,9
IT Management is the worst ever.,1,bad,6
Only to get experience to move on,1,bad,7
"Constant changes, restructuring, culture of pointing fingers and blaming others!",1,bad,10
Unapproachable Management. Not a good place to work.,1,bad,8
Will never go back to a Benetton.,1,bad,7
"All work, No Play, Lot of Politics",2,bad,7
Do Not Drink from the New York Life Koolaid,1,bad,9
Felt like I was back in high school with the Poor management in Ad Ops,2,bad,15
I was not to impressed at the end.,1,bad,8
"Awful, the managers made the job very stressful and disfunctional.",1,bad,10
"So Much Potential ""To Maximize Their Own Human Capital"" That Is Not Being Realized Currently",1,bad,15
There are much better companies to work for.,1,bad,8
Crappy accounts to much turmoil going on with the company they have accounts with and you will not get a full time job !,1,bad,24
Management so business driven that it didn't care about employees,2,bad,10
Classic example of a company going from Good to worst over the years !!!,2,bad,14
"It’s a local company in TW, no one care about work life balance.",1,bad,13
Min MNC culture after new management,1,bad,6
Not as per the standards of an MNC,1,bad,8
Only worked there for 4 months but it was an extremely stressful (and much regretted) experience.,1,bad,16
"Private Equity = Layoffs, Poor Management, & Discrimination",2,bad,8
"Former employee of alltel before Verizon took over; loved alltel, hated verizon.",2,bad,12
Still a Chinese Company NOt a Global Company,1,bad,8
"Awful,  Mangement team is a joke,  DM was very rude, I lost my job while Husband was fighting for his life, he died.",1,bad,23
I worked there through contrant...thank goodness!!,1,bad,6
IT Leadership team appears disconnected from Business and vice versa.,2,bad,10
Good place to start but not worth for experienced .,2,bad,10
"Product: One ""perfect"" company. Price: One Soul",2,bad,7
Good People can't live on thin air,2,bad,7
Project Manager working with a subsidiary of Interface,2,bad,8
Stay Far Far Far Far Away,1,bad,6
"HR is horrible, horrible, horrible. Service managers have no clue",1,bad,10
"Interesting place to work, very poor leadership",2,bad,7
"Flat Organization, lack of middle level management structure, no growth opportunities",2,bad,11
"Not a long term careers, especially if you have a family",2,bad,11
"Dont be fooled by the positive reviews, there are better choices availible",1,bad,12
Best used as a resume padder,2,bad,6
"Happy, but not really about working at Smart Style",1,bad,9
"Bad: culture, development, leaders, professional regression",1,bad,6
Not the best but not the worst,2,bad,7
Not a good company. Store Manager only cares about credit cards,1,bad,11
"The Gym is good, the job could be a lot better.",2,bad,11
Do a favor for yourself and DO NOT work there,1,bad,10
Always in reactive mode.Rather than being preactive.,2,bad,7
The only good things are the benefits and the commute if you live in Metrowest.,2,bad,15
Bad management with a clique environment.,2,bad,6
Avoid Inside Sales/Dayton BDC/Campaign Sales Team,1,bad,6
Use to be a good company,1,bad,6
Company is worth it or not for the career,1,bad,9
Next are snakes who decide to continuously come close to breaking the law with their demand on young workers,1,bad,19
"A great company in theory, but losing its focus due to profit and sales missteps",2,bad,15
Boring work for a stingy company,1,bad,6
This is just a bad company.,1,bad,6
"Okay for the first three weeks, then drama.",2,bad,8
Regional Director for the Greater Toronto Area Operations,1,bad,8
If money is all you care...,1,bad,6
Toxic AF - dreadful company to work for,1,bad,8
One of the worst companies ever,1,bad,6
"Good place to work, could be better",2,bad,7
Director of Product and Process Development,1,bad,6
"the good, the bad, and the ugly",2,bad,7
Don’t make this your full time and/or only job,1,bad,9
Teaches you what you don’t want,1,bad,6
"Typical retail: low pay, you're expendable, management is variable but often fickle.",2,bad,12
Interesting work but dysfunctional organizational structure,2,bad,6
NOT LEGIT!!! Do not work there and do not get treated there.,1,bad,12
Not the Kodak it once was.the Kodak it used to beot the Kodak,2,bad,13
A once great company is being picked clean by the Private Equities that own it.,2,bad,15
Work here until you find something else,2,bad,7
I wouldn’t recommend this job for anyone,1,bad,7
This isn’t where you want to be.,1,bad,7
"Intelligent, hardworking, good people; stressful environment; daily, weekly, emotional up and down stress with market",2,bad,15
Run like your hair is on fire,1,bad,7
"If you miss Junior High, you should work here!",1,bad,9
I would not necessarily apply again,2,bad,6
You will be replace by a Costa Rica en,2,bad,9
Never work for Amex call centers,1,bad,6
Not a good company for IT professionals,2,bad,7
"Good company, ISRM group not quite, other groups may be good",1,bad,11
Fine only if you have nowhere else to go,2,bad,9
"Give your life to Krone, or don't bother",1,bad,8
Cotton On Kids will ruin you as a person,1,bad,9
"The downsizing has begun, watch out",1,bad,6
Keep on moving!!!  HISD is not a place you want to stake your future professionally.,1,bad,15
"With smart people and great technology, this company has a real chance...but needs fewer managers and better leaders.",2,bad,18
Good learning place for freshers. Rest all 'RUN'.,2,bad,8
It is a miserable unethical place that demands sales no matter the law.,1,bad,13
The worst company culture I have ever seen...,1,bad,8
"this is a Toxic workplace, run away as fast as you can.",2,bad,12
good company to start with but an inversed  management pyramid making opportunities for juniors to grow very scarce,2,bad,18
Not bad. Not very consistent on finding work,2,bad,8
Tripping over themselves trying to figure out their service model,2,bad,10
Great place to re-enter the workforce,2,bad,6
Big Machine Stuck with Old Way of Thinking,2,bad,8
Is better to find another company to work.,1,bad,8
Glad to no longer be with the company,2,bad,8
A bank pretending to know hotel management,1,bad,7
Lost its focus on customers and old tech,2,bad,8
"The worst job I have ever worked at, not worth it.",2,bad,11
"Favoritism, Lack of consistency, hidden by a veil of ""perks""",2,bad,10
Not what you'd expect from a Global Company,2,bad,8
"Expedia - Great company, Not so good tech managers",2,bad,9
go place to start your career,2,bad,6
Horrible horrible horrible. I have to pay them to drive. Currently owner op paying .07 fuel surcharge.,1,bad,17
"Work When you have no other Job, You cant Run your House with the Salary",2,bad,15
Just working as a floor hand,2,bad,6
Stay Away from the Accounting Department,1,bad,6
"Maybe the biggest Nation deceiver, and people waster of all times",2,bad,11
12 hour days & Burn Out,2,bad,6
Run as fast as you can!,1,bad,6
"Lack of communication within the office, have u going to a shift while another caregiver already their schedule to work.",2,bad,20
Not for most people looking for a career,1,bad,8
"Do not treat employee's that well, very secretive about EVERYTHING, no matter how small the issue is.",2,bad,17
It's a step above working in the restaurant industry,2,bad,9
"""We know what our customers want better than they do"".",1,bad,10
"I worked at south Elmsall, terrible place to work.",1,bad,9
Depends on what you are looking for,2,bad,7
On a steep decline due to new leadership,1,bad,8
Worst experience of my life. Profits over people is bottom line,1,bad,11
not as great as i thought it would be initially,2,bad,10
Decent but have to be early for booking,2,bad,8
A place to make some good money,1,bad,7
Work as software architect in the company,2,bad,7
Assisting field staff with hardware/software purchasing issues and assisting Level 3 support technicians with Windows re,2,bad,16
The Worst Company in the World,1,bad,6
Redundancies to happen just before Christmas,1,bad,6
This is what you can expect.,2,bad,6
Just another Indian IT Service vendor,1,bad,6
"Promote we are a team, but Pharmacists are treated differently than Store Management",2,bad,13
It would be good if you were a robot,2,bad,9
"Bad management, exclusion, and favorites galore",1,bad,6
Worked as an admin. assistant to director,1,bad,7
It’s a stepping stone to a better job,2,bad,8
"""Overloading Employees without Caring It's Effect on their Health""",1,bad,9
Degrade your Mental Health in NO TIME,1,bad,7
Current employees overlooked but promised opportunity,2,bad,6
Lots of potential ruined by poor management,2,bad,7
Burn and Churn is their motto,2,bad,6
I would not apply here unless you want to feel like you're in high school again,1,bad,16
Asked by upper leadership to write this.,1,bad,7
"Sub-acute patients bring in the money, get little care",2,bad,9
